,Unnamed: 0,Zip Code,City,Street,Lat,Lon,Trulia Est,Beds,Baths,Sqft,Price_Per_Sqft,Year Built,Cluster
222,607,95003,0,3014 Atherton Dr,36.95975,-121.88022,1199209.0,3.0,2.0,1714.0,429.0,1961.0,5
223,613,95003,0,3018 Atherton Dr,36.95938,-121.8809,1100984.0,2.0,2.0,1680.0,387.0,1967.0,5
224,615,95003,0,3022 Atherton Dr,36.95887000000001,-121.88077,1448219.0,4.0,4.0,3485.0,212.0,1971.0,1
225,617,95003,0,3026 Atherton Dr,36.95787,-121.88165,2380031.0,5.0,6.0,3768.0,265.0,1971.0,2
226,619,95003,0,3030 Atherton Dr,36.95754,-121.882,1949774.0,4.0,2.5,2762.0,148.0,1977.0,2
227,631,95003,0,101 Atherton Loop,36.97557000000001,-121.91657,1217387.0,2.0,1.5,1829.0,166.0,1973.0,5
228,633,95003,0,103 Atherton Loop,36.9759,-121.91684,1030492.0,3.0,2.0,1732.0,201.0,1986.0,0
229,639,95003,0,104 Atherton Loop,36.97388,-121.91348,1083775.0,3.0,2.5,1636.0,440.0,1984.0,5
230,643,95003,0,105 Atherton Loop,36.97362,-121.91372,896216.0,4.0,2.0,1400.0,361.0,1950.0,0
231,647,95003,0,106 Atherton Loop,36.9731,-121.91421,969070.0,3.0,2.0,1578.0,240.0,1950.0,0
232,649,95003,0,107 Atherton Loop,36.97343,-121.91462,859944.0,2.0,2.0,1188.0,319.0,1968.0,0
233,659,95003,0,108 Atherton Loop,36.97387,-121.91579,868626.0,2.0,2.0,833.0,600.0,1940.0,0
234,663,95003,0,109 Atherton Loop,36.97389,-121.91613999999998,878795.0,2.0,2.0,936.0,641.0,1924.0,0
235,667,95003,0,111 Atherton Loop,36.97448,-121.91661,970398.0,2.0,2.0,1444.0,686.0,1967.0,0
236,673,95003,0,113 Atherton Loop,36.9886,-121.93142,642725.0,2.0,2.0,1230.0,321.0,1984.0,3
237,675,95003,0,115 Atherton Loop,36.98859,-121.93134,643076.0,2.0,2.0,1238.0,412.0,1984.0,3
238,679,95003,0,117 Atherton Loop,36.98857,-121.9311,641422.0,2.0,2.0,1233.0,207.0,1984.0,3
239,683,95003,0,119 Atherton Loop,36.9767985,-121.8881038,985226.0,3.0,3.0,1224.0,398.0,1975.0,0
240,684,95003,0,121 Atherton Loop,36.9768265,-121.8880839,840085.0,3.0,2.0,1224.0,400.0,1975.0,3
241,685,95003,0,123 Atherton Loop,36.97632,-121.888,880200.0,4.0,2.0,1554.0,483.0,1963.0,0
242,687,95003,0,125 Atherton Loop,36.97659,-121.88782,877949.0,3.0,2.5,1528.0,266.0,1963.0,0
243,689,95003,0,127 Atherton Loop,36.97678,-121.88773,907981.0,3.0,2.0,1937.0,142.0,1963.0,0
244,690,95003,0,128 Atherton Loop,36.97728,-121.88832,887407.0,3.0,2.0,1600.0,172.0,1972.0,0
245,691,95003,0,129 Atherton Loop,36.97696,-121.8876,910224.0,3.0,2.0,1729.0,146.0,1963.0,0
246,703,95003,0,130 Atherton Loop,36.99064,-121.93198,558107.0,2.0,2.0,918.0,131.0,1984.0,3
247,713,95003,0,131 Atherton Loop,36.99108,-121.93195,655771.0,2.0,2.5,1228.0,299.0,1985.0,3
248,716,95003,0,132 Atherton Loop,36.9912,-121.9315,893227.0,3.0,2.5,1926.0,309.0,2012.0,0
249,720,95003,0,133 Atherton Loop,36.99109,-121.93212,692921.0,2.0,2.5,1228.0,257.0,1984.0,3
250,721,95003,0,134 Atherton Loop,36.99167,-121.93145,896467.0,3.0,2.5,1926.0,309.0,2012.0,0
251,724,95003,0,135 Atherton Loop,36.9911,-121.93226,720687.0,3.0,2.5,1516.0,310.0,1984.0,3
252,729,95003,0,136 Atherton Loop,36.99208,-121.93198,1154143.0,3.0,2.5,2474.0,194.0,1997.0,5
253,731,95003,0,137 Atherton Loop,36.99253,-121.93139,1282764.0,4.0,3.0,2605.0,176.0,1997.0,5
254,734,95003,0,138 Atherton Loop,36.99303,-121.932,1328606.0,4.0,2.5,2894.0,340.0,1997.0,1
255,735,95003,0,139 Atherton Loop,36.99329,-121.9318,1443089.0,3.0,3.5,2884.0,416.0,1997.0,1
256,737,95003,0,140 Atherton Loop,36.99285,-121.93116,1371385.0,4.0,3.0,2899.0,317.0,1996.0,1
257,738,95003,0,141 Atherton Loop,36.99314,-121.93116,1316689.0,3.0,2.5,2707.0,217.0,1997.0,1
258,739,95003,0,142 Atherton Loop,36.97493,-121.91719,1985967.0,3.0,2.5,2285.0,394.0,1993.0,2
259,746,95003,0,143 Atherton Loop,37.00216,-121.85941,1736865.0,4.0,2.5,3972.0,175.0,1992.0,2
260,748,95003,0,144 Atherton Loop,37.00488,-121.85785,2342574.0,6.0,5.5,5237.0,104.0,1996.0,2
261,752,95003,0,145 Atherton Loop,37.00248,-121.85715,985865.0,2.0,2.0,2007.0,383.0,1984.0,0
262,753,95003,0,147 Atherton Loop,37.00221,-121.85539,1032304.0,4.0,2.0,2198.0,362.0,1975.0,0
263,758,95003,0,149 Atherton Loop,36.99907,-121.85567,792203.0,2.0,2.0,1526.0,224.0,1968.0,3
264,759,95003,0,150 Atherton Loop,36.99875,-121.85663999999998,707863.0,2.0,2.0,1350.0,311.0,1987.0,3
265,763,95003,0,151 Atherton Loop,36.99773,-121.85525,753549.0,3.0,2.0,1817.0,247.0,1974.0,3
266,764,95003,0,152 Atherton Loop,36.99682,-121.85608,999923.0,3.0,2.0,1988.0,277.0,1971.0,0
267,765,95003,0,153 Atherton Loop,36.99711,-121.85491,728277.0,3.0,2.0,1437.0,125.0,1972.0,3
268,766,95003,0,154 Atherton Loop,36.99589,-121.85679,783081.0,3.0,3.0,1746.0,196.0,1974.0,3
269,769,95003,0,155 Atherton Loop,36.99495,-121.85523,733698.0,3.0,2.0,1447.0,484.0,1963.0,3
270,771,95003,0,201 Augusta Ln,36.99504,-121.8571,1393660.0,3.0,2.5,3271.0,299.0,1976.0,1
271,773,95003,0,204 Augusta Ln,36.9944,-121.8548,722237.0,3.0,2.0,1355.0,487.0,1973.0,3
272,775,95003,0,205 Augusta Ln,36.97063,-121.90667,1253629.0,3.0,3.0,1832.0,729.0,1962.0,5
273,777,95003,0,208 Augusta Ln,36.97085,-121.90649,1566087.0,2.0,2.0,2144.0,354.0,1961.0,1
274,780,95003,0,209 Augusta Ln,36.97162,-121.90589,1004208.0,3.0,2.5,1542.0,190.0,1984.0,0
275,781,95003,0,212 Augusta Ln,36.97172,-121.90582,818225.0,2.0,2.0,1118.0,487.0,1966.0,3
276,784,95003,0,215 Augusta Ln,36.97239,-121.90571,790083.0,2.0,1.5,1088.0,827.0,1966.0,3
277,785,95003,0,217 Augusta Ln,36.96715,-121.87511,1025643.0,3.0,2.5,1658.0,149.0,1979.0,0
278,787,95003,0,221 Augusta Ln,36.96716,-121.87473,723914.0,3.0,1.5,1280.0,254.0,1979.0,3
279,789,95003,0,225 Augusta Ln,36.96684000000001,-121.87404,928819.0,3.0,2.0,1871.0,476.0,1977.0,0
280,790,95003,0,229 Augusta Ln,36.96719,-121.87427,1194187.0,3.0,2.5,2600.0,260.0,1976.0,5
281,793,95003,0,237 Augusta Ln,36.967,-121.87311,911339.0,3.0,2.0,1764.0,439.0,1976.0,0
282,795,95003,0,238 Augusta Ln,36.9663,-121.87301,1122789.0,3.0,3.0,1730.0,405.0,1977.0,5
283,797,95003,0,241 Augusta Ln,36.98712,-121.93185,652232.0,2.0,2.0,1381.0,282.0,1987.0,3
284,798,95003,0,242 Augusta Ln,36.98715,-121.93214,651360.0,2.0,2.0,1381.0,407.0,1987.0,3
285,800,95003,0,245 Augusta Ln,36.98722,-121.93214,651477.0,2.0,2.0,1385.0,390.0,1987.0,3
286,805,95003,0,246 Augusta Ln,36.98761,-121.93188,664996.0,3.0,2.5,1725.0,123.0,1987.0,3
287,807,95003,0,249 Augusta Ln,36.9876,-121.93155,653746.0,2.0,2.0,1381.0,281.0,1987.0,3
288,810,95003,0,250 Augusta Ln,36.98756,-121.93131,657952.0,2.0,2.5,1385.0,285.0,1986.0,3
289,811,95003,0,253 Augusta Ln,36.98721,-121.93142,666089.0,3.0,2.5,1750.0,138.0,1987.0,3
290,815,95003,0,257 Augusta Ln,36.98711,-121.93132,654654.0,2.0,2.0,1381.0,434.0,1987.0,3
291,818,95003,0,100 Baker Rd,36.96128,-121.8775,1256135.0,3.0,3.0,2264.0,149.0,1962.0,5
292,825,95003,0,120 Baker Rd,36.96237,-121.87623,1459840.0,3.0,2.0,2478.0,280.0,1974.0,1
293,826,95003,0,150 Baker Rd,36.96255,-121.87702,1377738.0,5.0,3.0,2860.0,143.0,1976.0,1
294,827,95003,0,180 Baker Rd,36.96272,-121.87635,1430786.0,3.0,2.5,3119.0,276.0,1962.0,1
295,829,95003,0,225 Baker Rd,36.96307,-121.87636,1392004.0,3.0,3.5,2484.0,453.0,1971.0,1
296,832,95003,0,260 Baker Rd,36.96347,-121.87647,1416566.0,3.0,2.5,3046.0,279.0,1987.0,1
297,836,95003,0,310 Baker Rd,36.96419,-121.87781,1309718.0,4.0,3.0,2782.0,193.0,1978.0,1
298,839,95003,0,340 Baker Rd,36.96451,-121.87811,1265914.0,3.0,2.5,2310.0,303.0,1966.0,5
299,841,95003,0,660 Baker Rd,36.96468,-121.87823,1456104.0,3.0,4.0,2928.0,349.0,1980.0,1
300,843,95003,0,781 Baker Rd,36.96515,-121.87757,1086888.0,3.0,2.0,1648.0,154.0,1962.0,5
301,845,95003,0,960 Baker Rd,36.96529,-121.87848,1254265.0,3.0,3.0,2512.0,452.0,1979.0,5
302,850,95003,0,106 Baldwin Dr,36.96619000000001,-121.87774,1530588.0,3.0,2.5,2436.0,117.0,2004.0,1
303,851,95003,0,205 Baldwin Dr,36.96664000000001,-121.8783,1396274.0,4.0,2.5,3303.0,157.0,1980.0,1
304,860,95003,0,206 Baldwin Dr,36.98699000000001,-121.91662,1287322.0,3.0,2.5,2689.0,163.0,1989.0,5
305,861,95003,0,208 Baldwin Dr,36.98719000000001,-121.91605,987249.0,4.0,2.5,2147.0,162.0,1988.0,0
306,864,95003,0,212 Baldwin Dr,36.9867936,-121.9155503,1095485.0,3.0,2.5,2298.0,294.0,1988.0,5
307,865,95003,0,213 Baldwin Dr,36.98659,-121.91528,985854.0,3.0,2.0,1890.0,193.0,1994.0,0
308,868,95003,0,214 Baldwin Dr,36.99308,-121.91523,981138.0,4.0,3.0,2309.0,396.0,1963.0,0
309,869,95003,0,216 Baldwin Dr,36.99326,-121.91587,1199484.0,4.0,3.0,2577.0,407.0,1963.0,5
310,873,95003,0,217 Baldwin Dr,36.99479,-121.9151,773630.0,3.0,2.0,1296.0,637.0,1963.0,3
311,874,95003,0,218 Baldwin Dr,36.99529,-121.91508,958061.0,5.0,2.5,2224.0,254.0,1964.0,0
312,876,95003,0,219 Baldwin Dr,36.99584,-121.91504,952062.0,5.0,2.5,2224.0,277.0,1964.0,0
313,877,95003,0,115 Baltusrol Dr,36.99603,-121.91503,977269.0,4.0,2.0,1876.0,181.0,1964.0,0
314,879,95003,0,125 Baltusrol Dr,36.99639000000001,-121.91498,1005846.0,5.0,2.5,2224.0,278.0,1964.0,0
315,880,95003,0,140 Baltusrol Dr,36.99661,-121.91546,923345.0,4.0,2.5,2065.0,153.0,1964.0,0
316,881,95003,0,155 Baltusrol Dr,36.99657,-121.91496,796809.0,3.0,2.0,1500.0,258.0,1963.0,3
317,882,95003,0,195 Baltusrol Dr,36.99719,-121.91539,887327.0,3.0,2.0,1660.0,187.0,1964.0,0
318,884,95003,0,205 Baltusrol Dr,37.0032,-121.84652,1329380.0,5.0,3.0,2780.0,215.0,1988.0,1
319,885,95003,0,225 Baltusrol Dr,36.9949578,-121.85294,934700.0,3.0,2.0,1954.0,174.0,1977.0,0
320,891,95003,0,261 Baltusrol Dr,36.99391,-121.86201,777032.0,3.0,2.5,1930.0,166.0,1985.0,3
321,892,95003,0,280 Baltusrol Dr,36.99369,-121.86305,722119.0,3.0,2.0,1254.0,463.0,1973.0,3
322,894,95003,0,310 Baltusrol Dr,36.99337,-121.86206,759006.0,3.0,2.0,1675.0,167.0,1971.0,3
323,895,95003,0,311 Baltusrol Dr,36.99261,-121.86169,759535.0,3.0,2.0,1642.0,143.0,1973.0,3
324,897,95003,0,295 Barkentine Ct,36.99167,-121.86204,899452.0,3.0,2.5,1934.0,499.0,1979.0,0
325,901,95003,0,668 Bayview Dr,36.99299,-121.85913,1646007.0,5.0,2.0,3708.0,183.0,1962.0,1
326,903,95003,0,693 Bayview Dr,36.99367,-121.85701,1428990.0,4.0,2.5,3474.0,249.0,1980.0,1
327,905,95003,0,268 Beach Dr,36.99421,-121.85605,743190.0,3.0,2.0,1415.0,565.0,1862.0,3
328,907,95003,0,307 Beach Dr,36.99399,-121.85348,756263.0,3.0,2.5,1725.0,164.0,1976.0,3
329,908,95003,0,359 Beach Dr,36.99455,-121.85334,764369.0,3.0,2.0,1586.0,176.0,1964.0,3
330,909,95003,0,373 Beach Dr,36.99385,-121.85252,961229.0,2.0,2.0,2052.0,258.0,1992.0,0
331,911,95003,0,411 Beach Dr,36.99424000000001,-121.85223,1299681.0,4.0,2.5,2556.0,305.0,1999.0,5
332,917,95003,0,263 Beach Pines Dr,36.9952,-121.84743,782225.0,3.0,2.0,1972.0,140.0,1965.0,3
333,919,95003,0,295 Beach Pines Dr,36.99361,-121.84553,1298050.0,4.0,2.0,2045.0,399.0,1978.0,5
334,920,95003,0,107 Beachgate Way,36.99518,-121.84456000000002,988532.0,4.0,2.5,2190.0,221.0,1979.0,0
335,921,95003,0,121 Bennett Rd,36.99578,-121.84453,1262065.0,3.0,3.0,2751.0,213.0,1981.0,5
336,924,95003,0,124 Bennett Rd,36.99299,-121.84396,1277095.0,4.0,2.5,2426.0,129.0,1972.0,5
337,926,95003,0,281 Bonefish Ct,36.99057,-121.84358,1401872.0,4.0,2.0,2736.0,267.0,1982.0,1
338,928,95003,0,624 Bonita Dr,36.99319000000001,-121.84207,1319480.0,3.0,2.0,2391.0,308.0,1905.0,1
339,929,95003,0,147 Bowen Ave,36.99097,-121.84222,1076665.0,2.0,2.0,2212.0,174.0,1933.0,5
340,931,95003,0,234 Brooktree Ranch Rd,36.99194,-121.84037,1378505.0,2.0,2.0,2668.0,274.0,1978.0,1
341,935,95003,0,390 Brooktree Ranch Rd,36.99001,-121.84052,745002.0,3.0,2.0,1644.0,380.0,1973.0,3
342,937,95003,0,115 Bryce Ct,36.99077,-121.83726,1900554.0,5.0,4.0,4248.0,166.0,1981.0,2
343,943,95003,0,120 Bryce Ct,36.99261,-121.84935,1150217.0,3.0,3.0,2384.0,343.0,1974.0,5
344,944,95003,0,125 Bryce Ct,36.99152,-121.84989,759356.0,3.0,2.0,2670.0,284.0,1971.0,3
345,945,95003,0,110 Bunker Hl,36.99209000000001,-121.85039,782248.0,3.0,1.5,1672.0,227.0,1973.0,3
346,951,95003,0,130 Bunker Hl,37.0008,-121.92933,2129060.0,3.0,3.5,4829.0,611.0,1999.0,2
347,959,95003,0,150 Bunker Hl,36.95467,-121.87783,1819842.0,4.0,4.0,3611.0,216.0,1999.0,2
348,960,95003,0,250 Bunker Hl,36.95454,-121.8774,1190020.0,3.0,2.5,1862.0,460.0,1978.0,5
349,963,95003,0,265 Bunker Hl,36.9547,-121.87666000000002,1537433.0,3.0,3.0,2680.0,146.0,2005.0,1
350,966,95003,0,206 Burnham Ct,36.95485,-121.87643,1772986.0,2.0,2.5,2249.0,189.0,2006.0,2
351,968,95003,0,208 Burnham Ct,36.9546,-121.87577,712966.0,3.0,2.0,1170.0,132.0,1973.0,3
352,971,95003,0,210 Burnham Ct,36.95444000000001,-121.87575,691046.0,3.0,2.0,1170.0,197.0,1973.0,3
353,973,95003,0,601 Burns Ave,36.95499,-121.8762,1188857.0,3.0,2.5,1943.0,154.0,1976.0,5
354,975,95003,0,603 Burns Ave,36.9548,-121.87558,632978.0,2.0,1.5,1215.0,147.0,1978.0,3
355,979,95003,0,607 Burns Ave,36.95459,-121.87549,631168.0,2.0,1.5,1215.0,370.0,1973.0,3
356,983,95003,0,609 Burns Ave,36.9548,-121.87511,614616.0,2.0,1.5,945.0,386.0,1978.0,3
357,984,95003,0,631 Burns Ave,36.95473,-121.87511,630741.0,2.0,1.5,1215.0,146.0,1972.0,3
358,985,95003,0,633 Burns Ave,36.95467,-121.87503999999998,689540.0,3.0,2.0,1170.0,390.0,1973.0,3
359,994,95003,0,651 Burns Ave,36.95501,-121.87487,623690.0,2.0,1.5,945.0,550.0,1973.0,3
360,1002,95003,0,675 Burns Ave,36.95485,-121.87435,627423.0,2.0,1.5,945.0,289.0,1973.0,3
361,1004,95003,0,851 Burns Ave,36.95513,-121.87418,766096.0,3.0,2.5,1440.0,118.0,1973.0,3
362,1005,95003,0,853 Burns Ave,36.9551,-121.87409,618177.0,2.0,1.5,945.0,349.0,1973.0,3
363,1014,95003,0,857 Burns Ave,36.95522,-121.87392,618158.0,2.0,1.5,945.0,180.0,1973.0,3
364,1015,95003,0,1800 Cabo Ct,36.95497,-121.87396,618103.0,2.0,1.5,945.0,156.0,1973.0,3
365,1019,95003,0,1801 Cabo Ct,36.95487,-121.87373999999998,620762.0,2.0,1.5,945.0,535.0,1973.0,3
366,1022,95003,0,1804 Cabo Ct,36.95529000000001,-121.8733,789224.0,3.0,2.5,1440.0,360.0,1974.0,3
367,1024,95003,0,1805 Cabo Ct,36.95517,-121.87301,631517.0,2.0,1.5,1215.0,312.0,1974.0,3
368,1028,95003,0,1808 Cabo Ct,36.95494,-121.87312,616372.0,2.0,1.5,945.0,169.0,1974.0,3
369,1029,95003,0,1809 Cabo Ct,36.95495,-121.87302,765403.0,3.0,2.5,1440.0,142.0,1974.0,3
370,1031,95003,0,1812 Cabo Ct,36.95478,-121.87159,1480920.0,4.0,2.5,2896.0,103.0,1999.0,1
371,1036,95003,0,6240 Cabot Ct,36.95477,-121.87236,608545.0,2.0,1.5,945.0,328.0,1974.0,3
372,1039,95003,0,6244 Cabot Ct,36.95388,-121.87144,1268406.0,4.0,4.0,2402.0,150.0,1974.0,5
373,1040,95003,0,6246 Cabot Ct,36.95421,-121.87098,1421958.0,4.0,2.5,2628.0,361.0,1982.0,1
374,1041,95003,0,6247 Cabot Ct,36.95321,-121.8695,1417634.0,4.0,2.5,2816.0,131.0,1985.0,1
375,1044,95003,0,6248 Cabot Ct,36.95274000000001,-121.86972,1431307.0,6.0,5.0,2592.0,410.0,1973.0,1
376,1048,95003,0,6249 Cabot Ct,36.95246,-121.86955,621402.0,2.0,1.5,945.0,336.0,1972.0,3
377,1049,95003,0,6250 Cabot Ct,36.95243,-121.869,1291906.0,3.0,2.5,2480.0,302.0,1979.0,5
378,1050,95003,0,6251 Cabot Ct,36.9523,-121.86956,1397638.0,4.0,2.0,3201.0,342.0,1978.0,1
379,1053,95003,0,115 Calabria St,36.95144000000001,-121.86977,1215176.0,4.0,4.0,2420.0,183.0,1979.0,5
380,1055,95003,0,130 Calabria St,36.95118,-121.86928,1439617.0,6.0,6.0,2704.0,287.0,1981.0,1
381,1060,95003,0,133 Calabria St,36.95036,-121.86948999999998,1181268.0,4.0,4.0,2720.0,125.0,1978.0,5
382,1061,95003,0,141 Calabria St,36.95012929999999,-121.8698796,1078638.0,3.0,2.0,1718.0,308.0,1980.0,5
383,1062,95003,0,172 Calabria St,36.95007,-121.8694,1476153.0,4.0,3.5,2649.0,351.0,2001.0,1
384,1063,95003,0,186 Calabria St,36.94995,-121.86923,1129665.0,3.0,2.0,1852.0,461.0,1978.0,5
385,1065,95003,0,194 Calabria St,36.9497,-121.86897,1116024.0,3.0,2.0,1816.0,343.0,1979.0,5
386,1068,95003,0,198 Calabria St,36.94929000000001,-121.86856,1217559.0,3.0,3.0,2739.0,235.0,1978.0,5
387,1073,95003,0,204 Calabria St,36.94795,-121.86816,1227435.0,4.0,2.5,2566.0,251.0,1984.0,5
388,1077,95003,0,210 Calabria St,36.9661,-121.89098,975101.0,3.0,2.0,1411.0,175.0,1976.0,0
389,1081,95003,0,423 Calle Del Sol,36.96584,-121.89036000000002,971578.0,3.0,2.0,1056.0,251.0,1966.0,0
390,1085,95003,0,500 Calle Del Sol,36.96545,-121.88989,983933.0,2.0,2.0,1304.0,249.0,1976.0,0
391,1089,95003,0,585 Calle Del Sol,36.96488,-121.88953,987330.0,3.0,2.0,1490.0,164.0,1979.0,0
392,1090,95003,0,185 Calle Serra Rd,36.96514000000001,-121.88921,1245052.0,3.0,3.0,2343.0,126.0,1965.0,5
393,1094,95003,0,265 Calle Serra Rd,36.97228,-121.8899,1218310.0,3.0,2.0,2248.0,120.0,1950.0,5
394,1097,95003,0,375 Calle Serra Rd,36.97222,-121.88879,810791.0,2.0,2.0,1036.0,309.0,1971.0,3
395,1102,95003,0,445 Calle Serra Rd,36.97311,-121.89604,1064082.0,3.0,2.0,2006.0,143.0,1967.0,0
396,1103,95003,0,511 Calle Serra Rd,36.97358,-121.89624,1041620.0,2.0,2.0,1754.0,200.0,1970.0,0
397,1106,95003,0,1500 Calypso Dr,36.99706,-121.85343,1394660.0,4.0,3.0,3180.0,366.0,1988.0,1
398,1107,95003,0,1512 Calypso Dr,36.99816,-121.85302,1279126.0,4.0,3.0,2684.0,209.0,1988.0,5
399,1108,95003,0,1513 Calypso Dr,36.998104100000006,-121.85321609999998,1803257.0,4.0,3.5,4602.0,135.0,1989.0,2
400,1113,95003,0,1537 Calypso Dr,36.95625,-121.87318,1351375.0,2.0,2.5,2396.0,221.0,1985.0,1
401,1117,95003,0,1560 Calypso Dr,36.95669,-121.87252,1422285.0,3.0,2.5,2821.0,248.0,1979.0,1
402,1120,95003,0,1561 Calypso Dr,36.96279000000001,-121.88756,1149644.0,3.0,2.5,2167.0,267.0,1986.0,5
403,1124,95003,0,1568 Calypso Dr,36.96271,-121.8879,1161369.0,3.0,3.0,1875.0,144.0,1984.0,5
404,1128,95003,0,1569 Calypso Dr,36.96198,-121.88724,1163977.0,3.0,3.0,1783.0,463.0,1986.0,5
405,1129,95003,0,1577 Calypso Dr,36.96185,-121.88738,1163299.0,3.0,2.5,2222.0,524.0,1986.0,5
406,1130,95003,0,1600 Calypso Dr,36.96221,-121.88742,1154443.0,3.0,2.0,1855.0,423.0,1986.0,5
407,1131,95003,0,1607 Calypso Dr,36.96208,-121.88757,1149394.0,3.0,2.5,1935.0,144.0,1986.0,5
408,1140,95003,0,1622 Calypso Dr,36.96348,-121.88858,1101468.0,3.0,2.5,1817.0,367.0,1987.0,5
409,1143,95003,0,1627 Calypso Dr,36.96284,-121.888,1839416.0,3.0,3.0,2317.0,509.0,1984.0,2
410,1145,95003,0,1637 Calypso Dr,36.96312,-121.88799,1206184.0,4.0,3.0,2173.0,393.0,1984.0,5
411,1147,95003,0,1640 Calypso Dr,36.98222,-121.90826,1299925.0,4.0,3.0,2847.0,136.0,2002.0,5
412,1148,95003,0,1659 Calypso Dr,36.98202,-121.90809,770339.0,2.0,2.0,1360.0,456.0,1972.0,3
413,1150,95003,0,1667 Calypso Dr,36.98164000000001,-121.90784,829859.0,2.0,2.0,1560.0,204.0,1967.0,3
414,1151,95003,0,1672 Calypso Dr,36.9815,-121.90741,1207161.0,3.0,2.5,2739.0,292.0,1995.0,5
415,1152,95003,0,1676 Calypso Dr,36.9813,-121.90753,1093226.0,3.0,2.5,2245.0,276.0,1974.0,5
416,1153,95003,0,1701 Calypso Dr,36.98113,-121.90768,983655.0,3.0,2.0,1776.0,183.0,1985.0,0
417,1161,95003,0,1729 Calypso Dr,36.97313,-121.90846,893420.0,3.0,2.0,1474.0,149.0,1958.0,0
418,1163,95003,0,1734 Calypso Dr,36.97331,-121.90821,1674825.0,3.0,3.0,2427.0,253.0,1989.0,1
419,1169,95003,0,1743 Calypso Dr,36.96603,-121.87155,1209068.0,3.0,2.5,2615.0,380.0,1973.0,5
420,1172,95003,0,1761 Calypso Dr,36.96595,-121.87083,1232502.0,2.0,2.0,2564.0,148.0,1975.0,5
421,1176,95003,0,1773 Calypso Dr,36.96715,-121.89866,1192245.0,3.0,2.0,2089.0,531.0,1974.0,5
422,1178,95003,0,1781 Calypso Dr,36.968,-121.89846,1205655.0,3.0,2.0,1930.0,202.0,1964.0,5
423,1179,95003,0,1782 Calypso Dr,36.96811,-121.89835,1245260.0,4.0,2.5,2250.0,161.0,1965.0,5
424,1181,95003,0,1800 Calypso Dr,36.96821,-121.89824,1007587.0,3.0,2.0,1494.0,303.0,1965.0,0
425,1183,95003,0,1826 Calypso Dr,36.96809,-121.89764,1247382.0,4.0,3.0,2083.0,470.0,1970.0,5
426,1186,95003,0,1831 Calypso Dr,36.96891,-121.89752,1251638.0,3.0,2.0,1877.0,522.0,1940.0,5
427,1188,95003,0,1834 Calypso Dr,36.99182,-121.84573,1052422.0,3.0,3.0,2044.0,246.0,2009.0,0
428,1192,95003,0,1842 Calypso Dr,36.97163,-121.88142,799365.0,3.0,2.0,1272.0,539.0,1978.0,3
429,1199,95003,0,1850 Calypso Dr,36.97103,-121.88022,837282.0,3.0,2.5,1443.0,392.0,1992.0,3
430,1202,95003,0,1855 Calypso Dr,36.97039,-121.88043,957242.0,3.0,2.0,1902.0,226.0,1980.0,0
431,1203,95003,0,101 Camino Pacifico,36.97044,-121.87988,1008230.0,4.0,2.0,1373.0,213.0,1959.0,0
432,1204,95003,0,103 Camino Pacifico,36.97015,-121.87986,991403.0,2.0,3.0,1778.0,314.0,1977.0,0
433,1209,95003,0,105 Camino Pacifico,36.97023,-121.87862,685250.0,2.0,1.5,952.0,503.0,1966.0,3
434,1212,95003,0,107 Camino Pacifico,36.96996,-121.87831,763700.0,2.0,1.5,1414.0,431.0,1976.0,3
435,1215,95003,0,109 Camino Pacifico,36.96963,-121.87647,754296.0,3.0,2.0,1326.0,313.0,1966.0,3
436,1223,95003,0,113 Camino Pacifico,36.96942,-121.8756,886768.0,3.0,2.5,1818.0,251.0,1990.0,0
437,1228,95003,0,115 Camino Pacifico,36.96834000000001,-121.87466,660841.0,2.0,2.0,803.0,230.0,1978.0,3
438,1229,95003,0,117 Camino Pacifico,36.96886,-121.87469,819327.0,3.0,2.0,1800.0,242.0,1978.0,3
439,1230,95003,0,121 Camino Pacifico,36.96894,-121.87449,731708.0,3.0,2.0,1248.0,260.0,1978.0,3
440,1235,95003,0,123 Camino Pacifico,36.96908,-121.87342,732666.0,3.0,2.0,1224.0,174.0,1976.0,3
441,1236,95003,0,124 Camino Pacifico,36.96894,-121.87306,737040.0,3.0,2.0,1362.0,241.0,1975.0,3
442,1240,95003,0,126 Camino Pacifico,36.96809,-121.87128,783079.0,2.0,2.0,1660.0,235.0,1963.0,3
443,1244,95003,0,128 Camino Pacifico,36.9677,-121.87185,893934.0,4.0,2.0,1803.0,269.0,1990.0,0
444,1245,95003,0,140 Camino Pacifico,36.9674,-121.87174,661249.0,3.0,1.5,900.0,518.0,1963.0,3
445,1248,95003,0,142 Camino Pacifico,36.96944000000001,-121.90523,818190.0,2.0,2.0,1112.0,378.0,1995.0,3
446,1250,95003,0,144 Camino Pacifico,36.98025,-121.92052,1288810.0,3.0,3.0,2786.0,135.0,1978.0,5
447,1252,95003,0,145 Camino Pacifico,36.98044,-121.92197,1193190.0,3.0,2.0,1926.0,156.0,1932.0,5
448,1262,95003,0,146 Camino Pacifico,36.98448,-121.92158,897166.0,3.0,2.0,1624.0,262.0,1959.0,0
449,1263,95003,0,147 Camino Pacifico,36.98474,-121.92177,816816.0,3.0,2.0,1368.0,435.0,1975.0,3
450,1264,95003,0,148 Camino Pacifico,36.98473,-121.92269,1299445.0,4.0,3.0,2853.0,161.0,1967.0,5
