,Unnamed: 0,Zip Code,City,Street,Lat,Lon,TruliaEst,Beds,Baths,Sqft,Price_Per_Sqft,YearBuilt,Cluster
91,308,95060,1,333 Alamo Ave,37.065383,-122.153029,1229079,3,2.5,2812,249,1987,5
92,311,95060,1,335 Alamo Ave,37.0635772,-122.1506772,1009293,3,3,2092,373,1987,0
93,312,95060,1,336 Alamo Ave,37.06405,-122.149929,1066134,4,3,2238,134,1977,0
94,313,95060,1,341 Alamo Ave,37.066397,-122.146893,1020258,2,2,2254,353,1978,0
95,318,95060,1,343 Alamo Ave,36.9762676,-122.0441244,1702962,3,2.5,2899,197,1979,3
96,320,95060,1,346 Alamo Ave,36.9763895,-122.0443464,1323985,3,2,1841,432,1957,5
97,321,95060,1,348 Alamo Ave,36.9767487,-122.0446572,1383366,4,2.5,2516,308,1956,5
98,322,95060,1,353 Alamo Ave,36.976935,-122.0447904,2241333,4,3.5,3664,389,1956,1
99,325,95060,1,108 Algea St,37.113158,-122.150288,864987,3,2,2220,121,1989,2
100,328,95060,1,101 Allegro Dr,37.1145494,-122.1491026,680656,3,2,1364,176,1988,4
101,330,95060,1,107 Allegro Dr,37.1140649,-122.148147,774207,4,2,1848,135,1976,2
102,331,95060,1,127 Allegro Dr,37.114097,-122.1473723,1108637,3,2.5,2513,119,1978,0
103,333,95060,1,115 Almar Ave,37.114277,-122.145155,786948,2,2,1663,191,1974,2
104,335,95060,1,210 Almar Ave,37.1143664,-122.1462858,864988,2,2.5,2045,232,1981,2
105,338,95060,1,314 Almar Ave,37.1149744,-122.1472617,1253028,4,3.5,3556,176,1991,5
106,340,95060,1,319 Almar Ave,37.1153049,-122.1470399,780656,3,2,1812,190,1977,2
107,342,95060,1,403 Almar Ave,37.114789,-122.14848,901402,3,2,2388,178,1971,2
108,346,95060,1,406 Almar Ave,37.116566,-122.149182,971497,3,2,2794,221,1973,0
109,348,95060,1,407 Almar Ave,37.116695,-122.149455,711185,3,2,1344,175,1994,4
110,352,95060,1,411 Almar Ave,37.119273,-122.152003,813807,3,2.5,1871,321,1960,2
111,355,95060,1,415 Almar Ave,37.1167987,-122.1527586,981567,3,2,2668,139,1988,0
112,360,95060,1,610 Almar Ave,37.11455,-122.15104,733029,2,2,1482,269,1971,4
113,362,95060,1,614 Almar Ave,37.113663,-122.151582,868105,4,3,2038,167,1979,2
114,363,95060,1,120 Alta Ave,36.9916267,-122.0121071,1063037,3,2,1828,184,1977,0
115,366,95060,1,325 Alta Ave,36.9951142,-122.0118628,1072407,3,3,1984,154,1963,0
116,375,95060,1,102 Alta Vista Dr,37.0085735,-122.0359101,2184533,5,5.5,5402,444,2003,1
117,377,95060,1,329 Alta Vista Dr,37.007998,-122.0357547,2278367,4,3.5,5580,333,2005,1
118,378,95060,1,415 Alta Vista Dr,37.0077497,-122.035577,2004762,3,2.5,3488,340,2004,1
119,381,95060,1,222 Arroyo Seco,37.0069907,-122.0358435,2016804,4,3.5,3427,437,2006,1
120,382,95060,1,319 Arroyo Seco,37.0072264,-122.0353106,2019903,4,3.5,3368,346,2004,1
121,384,95060,1,333 Arroyo Seco,37.0070438,-122.0349776,2105742,3,3.5,5327,333,2005,1
122,386,95060,1,344 Arroyo Seco,37.006149,-122.034863,2160723,5,5.5,5580,346,2005,1
123,387,95060,1,402 Arroyo Seco,37.0064608,-122.0345335,1943781,4,3.5,3378,336,2005,3
124,388,95060,1,510 Arroyo Seco,37.0345521,-122.1566209,2377528,3,3,4016,317,1984,1
125,389,95060,1,519 Arroyo Seco,37.0337419,-122.160033,1339628,3,2.5,2676,280,2007,5
126,390,95060,1,520 Arroyo Seco,37.0353608,-122.1609231,1351444,2,2.5,2950,117,2008,5
127,392,95060,1,523 Arroyo Seco,37.0350424,-122.1670214,1286395,4,3.5,2975,166,2000,5
128,394,95060,1,526 Arroyo Seco,36.9716581,-122.0223147,793619,2,2,1096,251,1975,2
129,395,95060,1,529 Arroyo Seco,36.9716569,-122.0221885,796212,3,2,1333,116,1922,2
130,399,95060,1,533 Arroyo Seco,36.9722947,-122.020945,518612,4,3,1591,182,1908,4
131,403,95060,1,534 Arroyo Seco,36.9723108,-122.0200124,1793907,6,6,2970,160,1975,3
132,408,95060,1,539 Arroyo Seco,40.7159229,-74.0051233,656209,2,2,1291,248,1980,4
133,412,95060,1,552 Arroyo Seco,40.7160459,-74.0051079,561238,2,2,1180,360,1980,4
134,413,95060,1,560 Arroyo Seco,40.7160459,-74.0051079,562280,2,2,1165,330,1980,4
135,414,95060,1,561 Arroyo Seco,37.0180008,-122.0316472,1476479,4,3,2822,263,1990,5
136,415,95060,1,568 Arroyo Seco,37.0167061,-122.0288052,1453036,4,3,2660,195,1981,5
137,419,95060,1,572 Arroyo Seco,36.9866451,-122.0180139,829732,3,2,1430,331,1953,2
138,425,95060,1,609 Arroyo Seco,36.9711834,-122.0197459,997443,3,2,1682,128,1886,0
139,428,95060,1,616 Arroyo Seco,36.9713873,-122.0203233,797780,3,2,1016,285,1908,2
140,433,95060,1,629 Arroyo Seco,36.9697008,-122.0181365,603670,2,2,1140,241,1976,4
141,437,95060,1,10 Atherly Ln,37.0016715,-122.0196377,1067575,3,2.5,2178,291,1987,0
142,438,95060,1,98 Atherly Ln,37.0020982,-122.0195017,1024462,3,2,1902,234,1986,0
143,443,95060,1,125 Atherly Ln,37.00136,-122.0200124,1561505,3,2.5,3857,311,1981,3
144,444,95060,1,150 Atherly Ln,37.0012138,-122.0197459,1446533,3,2,3179,275,1979,5
145,451,95060,1,160 Atherly Ln,37.0009678,-122.0165484,1394607,3,2.5,3142,247,1988,5
146,454,95060,1,170 Atherly Ln,36.999307,-122.012652,1253857,3,2.5,3011,166,1979,5
147,455,95060,1,180 Atherly Ln,36.9992801,-122.0123736,1354392,4,2.5,3006,175,1989,5
148,459,95060,1,190 Atherly Ln,36.9987054,-122.0107081,1369516,4,4,2790,305,1970,5
149,460,95060,1,196 Atherly Ln,36.97523,-122.050233,945130,3,2.5,1732,173,1976,2
150,464,95060,1,215 Atherly Ln,36.975169,-122.050791,1053684,3,3,1980,137,1977,0
151,471,95060,1,106 Auburn Ave,36.9750935,-122.051539,1053074,3,3,1980,180,1977,0
152,475,95060,1,111 Auburn Ave,36.9746767,-122.0501576,1312234,3,3,1980,391,1977,5
153,477,95060,1,118 Auburn Ave,36.9749783,-122.0502293,1050544,3,3,1980,379,1977,0
154,479,95060,1,134 Auburn Ave,36.9757292,-122.0504291,1037328,3,2,1692,324,1979,0
155,480,95060,1,135 Auburn Ave,36.9758924,-122.0505482,993338,3,2,1565,200,1977,0
156,482,95060,1,208 Auburn Ave,36.9761346,-122.0505702,1053067,3,2,1723,354,1977,0
157,485,95060,1,211 Auburn Ave,36.976587,-122.050226,861083,3,2.5,1928,402,2008,2
158,488,95060,1,231 Auburn Ave,36.976694,-122.05026,829295,3,2.5,1680,348,2008,2
159,490,95060,1,232 Auburn Ave,36.976916,-122.0508731,980230,3,2,1433,157,1977,0
160,491,95060,1,303 Auburn Ave,36.9770401,-122.0509619,995558,3,2,1433,482,1977,0
161,494,95060,0,102 Avalon St,37.054377,-122.158929,850371,3,2,1804,288,1979,2
162,495,95060,0,107 Avalon St,37.0541745,-122.1572418,1232988,5,3,2835,138,1974,5
163,497,95060,1,108 Avalon St,36.97235,-122.051039,563491,2,1.5,1046,306,1976,4
164,500,95060,1,118 Avalon St,36.97205,-122.050514,563942,2,1.5,1046,110,1976,4
165,501,95060,1,204 Avalon St,36.972548,-122.051108,687524,3,2,1199,287,1976,4
166,502,95060,1,212 Avalon St,36.971811,-122.050434,687570,3,2,1199,309,1976,4
167,515,95060,1,219 Avalon St,36.972374,-122.051481,563778,2,1.5,1046,335,1976,4
168,516,95060,1,302 Avalon St,36.971834,-122.05086,563935,2,1.5,1046,335,1976,4
169,520,95060,1,303 Avalon St,36.972164,-122.051578,685209,3,1.5,1237,131,1976,4
170,521,95060,1,314 Avalon St,36.972113,-122.051618,687102,3,2,1237,344,1974,4
171,523,95060,1,315 Avalon St,36.97188,-122.051648,693953,3,2,1199,279,1975,4
172,531,95060,1,318 Avalon St,36.971054,-122.051003,564106,2,1.5,1046,119,1976,4
173,534,95060,1,402 Avalon St,36.971246,-122.0513,564119,2,1.5,1046,406,1976,4
174,536,95060,1,403 Avalon St,36.971365,-122.051208,688640,3,2,1199,121,1976,4
175,537,95060,1,407 Avalon St,36.971491,-122.051048,681779,3,2,1199,462,1976,4
176,540,95060,0,420 Avalon St,37.0468932,-122.160524,917214,3,1.5,1870,452,1978,2
177,542,95060,1,423 Avalon St,37.007904,-122.071103,1562097,4,3,3235,371,1996,3
178,551,95060,1,503 Avalon St,36.9540908,-122.0472324,1217130,3,2,1693,441,1964,5
179,555,95060,1,111 Averitt St,36.987247,-122.02526,661643,2,2.5,1478,125,1995,4
180,575,95060,1,112 Averitt St,42.446813,-76.516749,796326,2,2.5,1726,221,1981,2
181,576,95060,1,115 Averitt St,37.0026924,-122.0264961,1317505,3,3,2288,533,1956,5
182,577,95060,1,120 Averitt St,37.003116,-122.0267181,1619120,3,4,2616,726,1930,3
183,578,95060,1,123 Averitt St,37.00371,-122.026757,1102633,2,2,2080,240,1965,0
184,579,95060,1,127 Averitt St,37.0042353,-122.0266959,2114624,3,3.5,3767,143,1990,1
185,580,95060,1,128 Averitt St,37.0055719,-122.0243201,1092032,3,2,2012,396,1950,0
186,581,95060,1,131 Averitt St,37.0051129,-122.0239648,1375471,3,2.5,2615,340,1936,5
187,585,95060,1,132 Averitt St,36.9520919,-122.0514946,1305103,3,2,1610,138,1956,5
188,591,95060,1,135 Averitt St,36.983407,-122.147247,1061627,3,2,1763,159,2007,0
189,592,95060,1,136 Averitt St,37.059493,-122.161309,981570,2,3,2030,180,1982,0
190,598,95060,1,139 Averitt St,36.9677409,-122.0445278,1074168,2,2,1470,489,1928,0
191,599,95060,1,143 Averitt St,36.9679897,-122.044302,990293,3,2,1311,133,1923,0
192,600,95060,1,55 Azalea Ln,36.9541903,-122.0335344,1828888,5,4,3520,521,1979,3
193,603,95060,1,125 Azalea Ln,36.9544708,-122.0340451,1307294,2,2,1361,647,1971,5
194,604,95060,1,175 Azalea Ln,36.9549874,-122.0336732,1362825,3,2,1637,283,1978,5
195,605,95060,1,255 Azalea Ln,36.9552153,-122.0336802,1377023,3,1.5,1832,267,1966,5
196,608,95060,1,280 Azalea Ln,36.9554863,-122.0336559,1746274,3,3,2469,121,1974,3
197,609,95060,1,1800 Back Ranch Rd,36.9557608,-122.0336455,1289109,3,2,1140,636,1959,5
198,610,95060,1,1845 Back Ranch Rd,36.9559118,-122.0336455,1290202,3,2,1181,192,1960,5
199,614,95060,1,2285 Back Ranch Rd,36.956625,-122.0335011,1182641,2,1.5,1140,162,1973,0
200,616,95060,1,111 Baldwin St,36.9569859,-122.0340895,1299944,4,2,1641,484,1988,5
201,620,95060,1,115 Baldwin St,36.957703,-122.034015,1431258,3,2.5,1702,123,2001,5
202,624,95060,1,118 Baldwin St,36.9582341,-122.033923,1030582,2,1.5,1228,198,1973,0
203,641,95060,1,120 Baldwin St,36.9608796,-122.0336899,1770837,3,3,2749,186,2008,3
204,646,95060,1,123 Baldwin St,37.0815462,-122.141268,1187857,3,2,2236,213,1992,0
205,648,95060,1,126 Baldwin St,37.0817132,-122.1428369,976044,3,3,1979,328,1958,0
206,653,95060,1,127 Baldwin St,37.0854664,-122.1388888,824053,2,2,1489,366,1977,2
207,658,95060,1,130 Baldwin St,37.0847242,-122.1428702,1069915,2,2.5,2464,194,1967,0
208,663,95060,1,134 Baldwin St,36.9588105,-122.0342771,1309521,4,2,1927,102,1908,5
209,665,95060,1,137 Baldwin St,36.9594028,-122.0347112,1225364,3,2,1274,188,1973,5
210,666,95060,1,138 Baldwin St,36.9603688,-122.0341339,1298925,2,2,1591,148,2011,5
211,670,95060,1,145 Baldwin St,36.9613571,-122.0340102,1115644,3,2,1509,265,1952,0
212,671,95060,1,150 Baldwin St,36.9616086,-122.033891,1427073,4,2,2215,135,1979,5
213,673,95060,1,154 Baldwin St,36.9923242,-122.0276729,2025000,3,4,3028,669,1995,1
214,677,95060,0,155 Baldwin St,37.0419304,-122.1172271,1016552,3,2.5,1960,339,1979,0
215,682,95060,1,158 Baldwin St,36.9839593,-122.0220552,794370,4,1.5,1204,161,1959,2
216,684,95060,1,161 Baldwin St,36.9845141,-122.0219664,863870,4,2,1398,507,1960,2
217,687,95060,1,216 Baldwin St,36.9844323,-122.0216111,877681,3,2,1602,115,1948,2
218,692,95060,1,221 Baldwin St,36.984218,-122.02019,981807,3,2,1800,294,1959,0
219,696,95060,1,224 Baldwin St,36.9847025,-122.0190798,819388,2,2,1121,244,1958,2
220,697,95060,1,217 Barson St,36.9845452,-122.0187245,948671,2,2,1734,187,1918,2
221,703,95060,0,309 Barson St,37.0526399,-122.158784,1022395,2,2,2304,291,1973,0
222,705,95060,0,313 Barson St,37.053138,-122.158187,874171,3,2,1890,231,1979,2
223,709,95060,1,317 Barson St,37.0525766,-122.1571724,1163749,3,2,2391,251,1964,0
224,716,95060,1,321 Barson St,36.9603133,-122.0271622,1586549,2,2,1814,187,1954,3
225,721,95060,1,510 Barson St,36.9620105,-122.0496299,806049,2,1.5,1069,538,1978,2
226,724,95060,1,522 Barson St,36.96209,-122.0501183,835976,2,1.5,1303,343,1977,2
227,726,95060,1,134 Bay St,36.9623234,-122.0497187,812423,2,1.5,1069,364,1978,2
228,727,95060,1,208 Bay St,36.962541,-122.0502182,819762,2,1.5,1178,310,1977,2
229,729,95060,1,208 Bay St #A,36.9626477,-122.0502403,824963,2,1.5,1178,390,1977,2
230,730,95060,1,208 Bay St #B,37.022578,-122.0364873,945946,3,2,1573,335,1967,2
231,732,95060,1,208 Bay St #C,37.0225183,-122.0363097,892510,2,2,1544,421,1967,2
232,733,95060,1,208 Bay St #D,37.0231396,-122.0359989,1952344,4,4.5,3163,156,1967,3
233,734,95060,1,208 Bay St #E,37.0228098,-122.035466,1243437,3,2,2484,169,1968,5
234,735,95060,1,208 Bay St #F,37.0225408,-122.0350442,1797330,4,2.5,3231,209,1960,3
235,736,95060,1,208 Bay St #G,37.020277,-122.0322911,1915291,3,3,3898,244,1981,3
236,738,95060,1,208 Bay St #H,37.0211611,-122.0320469,1901570,4,3.5,3743,614,1958,3
237,743,95060,1,208 Bay St #J,36.9662115,-122.0576237,929270,2,2.5,1400,246,1998,2
238,749,95060,1,217 Bay St,36.9566027,-122.0423928,1082353,3,2,1176,514,1954,0
239,770,95060,1,218 Bay St #D,36.9697621,-122.1049358,1009432,3,2,1382,470,1962,0
240,774,95060,1,221 Bay St,36.9730989,-122.0412384,1161669,3,2,1778,157,1958,0
241,777,95060,1,229 Bay St,36.9691268,-122.0533149,1036688,4,2,1705,358,1978,0
242,778,95060,1,235 Bay St,36.9691598,-122.0535813,1062596,3,2.5,1658,367,1977,0
243,779,95060,1,317 Bay St,36.9691638,-122.0540697,1141798,4,2.5,1728,323,1978,0
244,780,95060,1,1209 Bay St,36.9694708,-122.0544914,1325475,3,2,2178,144,1979,5
245,782,95060,1,233 Beachview Ave,36.9691631,-122.0548244,1141594,4,2.5,1728,365,1978,0
246,783,95060,1,538 Bellevue St,36.9687284,-122.0545136,1171561,3,2.5,1745,573,1978,0
247,785,95060,1,128 Berkshire Ave,36.9572998,-122.0368934,824605,2,2,930,414,1986,2
248,791,95060,1,560 Bethany Curv,36.957425,-122.036368,1215085,2,2,1202,154,1898,5
249,792,95060,1,567 Bethany Curv,36.9578343,-122.0366649,1147977,3,2,1208,364,1977,0
250,793,95060,1,573 Bethany Curv,36.9579121,-122.0365317,1512245,3,3,1895,132,2010,5
251,798,95060,1,576 Bethany Curv,36.9580009,-122.0357658,1082847,3,2,958,521,2001,0
252,800,95060,1,578 Bethany Curv,36.9580586,-122.0356992,763474,2,1.5,863,264,1986,2
253,804,95060,1,608 Bethany Curv,36.9583091,-122.0355962,1185705,3,1.5,1390,155,1964,0
254,813,95060,1,610 Bethany Curv,36.9594498,-122.0351533,1331372,2,2.5,1768,256,2008,5
255,821,95060,1,16 Beulah Dr,36.9604479,-122.0353772,923698,3,2,1340,199,1970,2
256,826,95060,1,19 Beulah Dr,36.9611403,-122.0359518,1014905,4,2,1486,151,1915,0
257,833,95060,1,20 Beulah Dr,36.9620126,-122.0387075,892721,2,2,1280,332,1920,2
258,842,95060,1,38 Beulah Dr,36.9627197,-122.0399951,884997,2,2,1353,229,1969,2
259,843,95060,1,46 Beulah Dr,36.9627928,-122.0401283,1314547,5,2.5,1819,302,1900,5
260,844,95060,1,68 Beulah Dr,36.9627063,-122.0407611,901671,3,2,1263,567,1987,2
261,845,95060,1,1 Bird Hill Ln,36.9629745,-122.040528,1340483,5,3,2042,497,1898,5
262,854,95060,1,3 Bird Hill Ln,36.973789,-122.0413272,830000,3,2,1356,612,1936,2
263,858,95060,1,116 Bixby St,37.0025681,-122.0213891,1036045,4,2,2290,269,1965,0
264,861,95060,1,125 Bixby St #A,36.9997872,-122.0236762,1271112,3,2,2522,327,1962,5
265,867,95060,1,125 Bixby St #B,37.0020632,-122.0229434,1093856,3,2,2126,447,1963,0
266,876,95060,1,127 Bixby St,36.9631441,-122.0552683,1013274,3,2,1673,207,1955,0
267,879,95060,1,134 Bixby St,36.9634035,-122.0555347,952579,3,2,1416,371,1961,2
268,884,95060,1,135 Bixby St,36.9636472,-122.0559787,1321884,4,3,2209,346,1964,5
269,887,95060,1,138 Bixby St,36.9638201,-122.0561563,976022,4,4,1863,246,1999,0
270,889,95060,1,142 Bixby St,36.9813701,-122.0241425,792379,3,2,1313,140,1985,2
271,892,95060,1,143 Bixby St,37.003509,-122.019701,829486,3,1.5,1316,445,1953,2
272,896,95060,1,146 Bixby St,37.008007,-122.0202344,1477005,3,3,2849,172,1975,5
273,903,95060,1,147 Bixby St,37.018836,-122.026464,1649182,3,3,3112,151,1980,3
274,909,95060,1,151 Bixby St,37.0320595,-122.0223326,812641,2,2,1017,433,1946,2
275,911,95060,1,152 Bixby St,37.0327963,-122.0215667,1449316,3,2.5,3111,181,1999,5
276,915,95060,1,104 Blackburn St,37.0081959,-122.0741558,1099548,2,2.5,1965,560,1985,0
277,916,95060,1,119 Blackburn St,37.0085193,-122.0726701,1422514,3,3,3144,118,1952,5
278,917,95060,1,122 Blackburn St,36.9706126,-122.0272954,674075,2,1.5,847,282,1900,4
279,918,95060,1,126 Blackburn St,42.006987,-71.498211,1463303,2,2.5,1680,483,1880,5
280,928,95060,1,203 Blackburn St,36.9871309,-122.0182804,799217,3,1.5,1419,298,1941,2
281,929,95060,1,208 Blackburn St,36.9873237,-122.0187689,809898,2,2,1253,200,1963,2
282,930,95060,1,211 Blackburn St,36.9875504,-122.0187847,810528,3,2,1252,280,1971,2
283,932,95060,1,235 Blackburn St,36.9878384,-122.0180916,801207,3,2,1265,129,1960,2
