,City,Lat,Lon,Street,Trulia Est,Zip Code,Beds,Baths,Sqft,Price_Per_Sqft,Year Built,Heating Type,Parking Spots
960,0,36.95454,-121.8774,1339 Dolphin Dr,1190020,95003,3,2.5,1862,460,1978,0,2
963,0,36.9547,-121.87666000000002,1401 Dolphin Dr,1537433,95003,3,3.0,2680,146,2005,0,2
966,0,36.95485,-121.87643,1415 Dolphin Dr,1772986,95003,2,2.5,2249,189,2006,3,5
968,0,36.9546,-121.87576999999999,1420 Dolphin Dr,712966,95003,3,2.0,1170,132,1973,0,1
971,0,36.954440000000005,-121.87575,1428 Dolphin Dr,691046,95003,3,2.0,1170,197,1973,0,1
973,0,36.95499,-121.8762,1435 Dolphin Dr,1188857,95003,3,2.5,1943,154,1976,0,2
975,0,36.9548,-121.87558,1448 Dolphin Dr,632978,95003,2,1.5,1215,147,1978,0,1
979,0,36.95459,-121.87548999999999,1460 Dolphin Dr,631168,95003,2,1.5,1215,370,1973,0,1
983,0,36.9548,-121.87511,1472 Dolphin Dr,614616,95003,2,1.5,945,386,1978,0,1
984,0,36.95473,-121.87511,1476 Dolphin Dr,630741,95003,2,1.5,1215,146,1972,0,1
985,0,36.95467,-121.87503999999998,1480 Dolphin Dr,689540,95003,3,2.0,1170,390,1973,0,1
994,0,36.955009999999994,-121.87487,1522 Dolphin Dr,623690,95003,2,1.5,945,550,1973,0,1
1002,0,36.95485,-121.87435,1554 Dolphin Dr,627423,95003,2,1.5,945,289,1973,0,1
1004,0,36.95513,-121.87418000000001,1566 Dolphin Dr,766096,95003,3,2.5,1440,118,1973,0,1
1005,0,36.9551,-121.87409,1570 Dolphin Dr,618177,95003,2,1.5,945,349,1973,0,1
1014,0,36.955220000000004,-121.87392,1622 Dolphin Dr,618158,95003,2,1.5,945,180,1973,0,1
1015,0,36.95497,-121.87396000000001,1634 Dolphin Dr,618103,95003,2,1.5,945,156,1973,0,1
1019,0,36.95487,-121.87373999999998,1654 Dolphin Dr,620762,95003,2,1.5,945,535,1973,0,1
1022,0,36.955290000000005,-121.8733,1670 Dolphin Dr,789224,95003,3,2.5,1440,360,1974,0,1
1024,0,36.95517,-121.87301000000001,1694 Dolphin Dr,631517,95003,2,1.5,1215,312,1974,0,1
1028,0,36.95494,-121.87312,1714 Dolphin Dr,616372,95003,2,1.5,945,169,1974,0,1
1029,0,36.95495,-121.87302,1718 Dolphin Dr,765403,95003,3,2.5,1440,142,1974,0,1
1031,0,36.95478,-121.87159,1725 Dolphin Dr,1480920,95003,4,2.5,2896,103,1999,0,2
1036,0,36.95477,-121.87236000000001,1746 Dolphin Dr,608545,95003,2,1.5,945,328,1974,0,1
1039,0,36.95388,-121.87143999999999,1772 Dolphin Dr,1268406,95003,4,4.0,2402,150,1974,0,4
1040,0,36.954209999999996,-121.87098,1775 Dolphin Dr,1421958,95003,4,2.5,2628,361,1982,0,2
1041,0,36.95321,-121.8695,1905 Dolphin Dr,1417634,95003,4,2.5,2816,131,1985,0,2
1044,0,36.952740000000006,-121.86972,1922 Dolphin Dr #A,1431307,95003,6,5.0,2592,410,1973,0,1
1048,0,36.952459999999995,-121.86955,1962 Dolphin Dr,621402,95003,2,1.5,945,336,1972,0,1
1049,0,36.95243,-121.869,1965 Dolphin Dr,1291906,95003,3,2.5,2480,302,1979,0,2
1050,0,36.9523,-121.86956,1968 Dolphin Dr,1397638,95003,4,2.0,3201,342,1978,0,2
1053,0,36.951440000000005,-121.86976999999999,2012 Dolphin Dr,1215176,95003,4,4.0,2420,183,1979,0,3
1055,0,36.95118,-121.86928,2025 Dolphin Dr,1439617,95003,6,6.0,2704,287,1981,0,2
1060,0,36.950359999999996,-121.86948999999998,2081 Dolphin Dr,1181268,95003,4,4.0,2720,125,1978,0,4
1061,0,36.95012929999999,-121.86987959999999,2110 Dolphin Dr,1078638,95003,3,2.0,1718,308,1980,0,2
1062,0,36.950070000000004,-121.8694,2122 Dolphin Dr,1476153,95003,4,3.5,2649,351,2001,0,2
1065,0,36.9497,-121.86896999999999,2162 Dolphin Dr,1116024,95003,3,2.0,1816,343,1979,0,2
1068,0,36.949290000000005,-121.86856,2200 Dolphin Dr,1217559,95003,3,3.0,2739,235,1978,0,2
1073,0,36.94795,-121.86816,2301 Dolphin Dr,1227435,95003,4,2.5,2566,251,1984,0,2
1077,0,36.9661,-121.89098,303 Doris Ave,975101,95003,3,2.0,1411,175,1976,0,2
1085,0,36.96545,-121.88989,317 Doris Ave,983933,95003,2,2.0,1304,249,1976,0,2
1089,0,36.96488,-121.88953000000001,326 Doris Ave,987330,95003,3,2.0,1490,164,1979,0,2
1090,0,36.965140000000005,-121.88921,327 Doris Ave,1245052,95003,3,3.0,2343,126,1965,0,1
1094,0,36.97228,-121.8899,403 Dorsey Ave,1218310,95003,3,2.0,2248,120,1950,0,3
1097,0,36.97222,-121.88878999999999,415 Dorsey Ave,810791,95003,2,2.0,1036,309,1971,0,1
1102,0,36.97311,-121.89603999999999,145 Dovewood Ln,1064082,95003,3,2.0,2006,143,1967,0,2
1103,0,36.97358,-121.89623999999999,150 Dovewood Ln,1041620,95003,2,2.0,1754,200,1970,0,2
1107,0,36.99816,-121.85302,254 Downing Dr,1279126,95003,4,3.0,2684,209,1988,0,3
1108,0,36.998104100000006,-121.85321609999998,266 Downing Dr,1803257,95003,4,3.5,4602,135,1989,0,3
1113,0,36.95625,-121.87318,170 Driftwood Ct,1351375,95003,2,2.5,2396,221,1985,0,2
1117,0,36.95669,-121.87252,200 Driftwood Ct,1422285,95003,3,2.5,2821,248,1979,0,2
1120,0,36.962790000000005,-121.88756000000001,263 Dry Creek Rd,1149644,95003,3,2.5,2167,267,1986,0,2
1124,0,36.962709999999994,-121.8879,270 Dry Creek Rd,1161369,95003,3,3.0,1875,144,1984,0,2
1128,0,36.96198,-121.88723999999999,275 Dry Creek Rd,1163977,95003,3,3.0,1783,463,1986,0,1
1129,0,36.96185,-121.88738000000001,277 Dry Creek Rd,1163299,95003,3,2.5,2222,524,1986,0,2
1131,0,36.96208,-121.88757,280 Dry Creek Rd,1149394,95003,3,2.5,1935,144,1986,0,2
1140,0,36.96348,-121.88858,303 Dry Creek Rd,1101468,95003,3,2.5,1817,367,1987,0,1
1143,0,36.96284,-121.88799999999999,102 Dunsmuir Ct,1839416,95003,3,3.0,2317,509,1984,0,2
1147,0,36.98222,-121.90826000000001,3500 E Ledyard Way,1299925,95003,4,3.0,2847,136,2002,0,2
1148,0,36.98202,-121.90808999999999,3502 E Ledyard Way,770339,95003,2,2.0,1360,456,1972,0,1
1150,0,36.981640000000006,-121.90784,3510 E Ledyard Way,829859,95003,2,2.0,1560,204,1967,0,2
1151,0,36.9815,-121.90741000000001,3571 E Ledyard Way,1207161,95003,3,2.5,2739,292,1995,0,3
1152,0,36.9813,-121.90753000000001,3575 E Ledyard Way,1093226,95003,3,2.5,2245,276,1974,0,2
1153,0,36.98113,-121.90768,3585 E Ledyard Way,983655,95003,3,2.0,1776,183,1985,0,2
1163,0,36.97331,-121.90821000000001,114 El Camino Del Mar,1674825,95003,3,3.0,2427,253,1989,0,2
1169,0,36.966029999999996,-121.87155,915 El Sereno Ct,1209068,95003,3,2.5,2615,380,1973,0,2
1176,0,36.96715,-121.89866,112 Elva Dr,1192245,95003,3,2.0,2089,531,1974,0,2
1178,0,36.968,-121.89846000000001,209 Elva Dr,1205655,95003,3,2.0,1930,202,1964,0,2
1179,0,36.968109999999996,-121.89835,211 Elva Dr,1245260,95003,4,2.5,2250,161,1965,0,2
1181,0,36.96821,-121.89823999999999,213 Elva Dr,1007587,95003,3,2.0,1494,303,1965,0,2
1183,0,36.968090000000004,-121.89764,216 Elva Dr,1247382,95003,4,3.0,2083,470,1970,0,2
1199,0,36.97103,-121.88022,521 Encino Dr,837282,95003,3,2.5,1443,392,1992,0,1
1203,0,36.97044,-121.87988,529 Encino Dr,1008230,95003,4,2.0,1373,213,1959,0,1
1209,0,36.97023,-121.87862,617 Encino Dr,685250,95003,2,1.5,952,503,1966,1,1
1223,0,36.96942,-121.8756,739 Encino Dr,886768,95003,3,2.5,1818,251,1990,0,2
1236,0,36.96894,-121.87306000000001,824 Encino Dr,737040,95003,3,2.0,1362,241,1975,3,1
1244,0,36.9677,-121.87185,856 Encino Dr,893934,95003,4,2.0,1803,269,1990,0,2
1250,0,36.98025,-121.92052,766 Estates Dr,1288810,95003,3,3.0,2786,135,1978,0,3
1252,0,36.98044,-121.92197,775 Estates Dr,1193190,95003,3,2.0,1926,156,1932,1,1
1262,0,36.98448,-121.92158,2700 Estates Dr,897166,95003,3,2.0,1624,262,1959,0,2
1263,0,36.98474,-121.92177,2732 Estates Dr,816816,95003,3,2.0,1368,435,1975,0,2
1264,0,36.98473,-121.92268999999999,2749 Estates Dr,1299445,95003,4,3.0,2853,161,1967,0,5
1268,0,36.986340000000006,-121.9212,2892 Estates Dr,826985,95003,3,2.0,1477,406,1970,0,2
1275,0,36.96975,-121.89795,233 Florence Dr,914967,95003,3,2.0,1284,576,1956,0,1
1277,0,36.98823,-121.83936000000001,5210 Freedom Blvd,763471,95003,3,2.0,1648,221,1973,0,2
1282,0,36.96362,-121.8916,200 Granada Dr,2007597,95003,4,3.5,3360,152,2003,0,2
1283,0,36.958709999999996,-121.8785,121 Greenbrier Dr,1293512,95003,5,2.5,2772,245,1964,0,2
1292,0,37.001529999999995,-121.84244,540 Hauer Apple Way,1420507,95003,3,3.0,3262,373,1988,0,2
1295,0,36.98213,-121.89556,160 Hawks Peak Rd,1301409,95003,4,3.0,2825,494,1979,3,2
1296,0,36.98298,-121.89418,230 Hawks Peak Rd,1320161,95003,3,2.5,2243,170,1988,0,4
1297,0,36.98489,-121.89161000000001,440 Hawks Peak Rd,1397689,95003,4,2.0,2462,447,1982,0,2
1305,0,36.98183,-121.9128,178 Heather Ter,855539,95003,3,2.0,1647,469,1999,0,2
1306,0,36.98175,-121.91265,182 Heather Ter,857051,95003,3,2.0,1647,389,1999,0,2
1309,0,36.98158,-121.91208,212 Heather Ter,964435,95003,3,2.5,1953,195,1999,0,2
1310,0,36.98153,-121.91188999999999,224 Heather Ter,965972,95003,3,2.5,1957,399,1999,0,2
1312,0,36.98167,-121.91111000000001,258 Heather Ter,1003613,95003,3,2.5,2045,186,1999,0,2
1313,0,36.98187,-121.91103000000001,270 Heather Ter,1001199,95003,3,2.5,1953,101,1999,0,2
1314,0,36.9606,-121.88838,646 Hidden Beach Way,2033315,95003,3,2.5,2218,392,1985,0,2
1321,0,36.97068,-121.89963,217 Highland Dr,1267345,95003,2,2.5,1996,168,1966,0,1
1329,0,36.9698,-121.89957,229 Highland Dr,1267573,95003,3,2.0,1940,344,1963,0,2
1331,0,36.96937,-121.89958,233 Highland Dr,1795928,95003,3,4.0,2553,270,1996,0,2
1332,0,36.96928,-121.90001000000001,234 Highland Dr,1251456,95003,3,2.5,2081,608,1973,0,2
1336,0,36.97481,-121.91288999999999,311 Hillcrest Dr,766893,95003,2,1.5,805,503,1960,1,1
1340,0,36.97486,-121.9134,319 Hillcrest Dr,1119060,95003,3,2.5,1943,211,1996,3,1
1341,0,36.97514,-121.91335,320 Hillcrest Dr,780917,95003,2,1.5,888,736,1950,3,1
1342,0,36.97487,-121.91356999999999,321 Hillcrest Dr,810730,95003,2,2.0,1006,224,1960,0,1
1346,0,36.97533,-121.91456000000001,338 Hillcrest Dr,773121,95003,2,1.5,1190,672,1976,0,1
1348,0,36.9755,-121.91512,406 Hillcrest Dr,1162394,95003,2,3.0,1608,187,1994,0,2
1354,0,36.97555,-121.91592,417 Hillcrest Dr,922107,95003,3,2.0,1298,616,1971,0,2
1355,0,36.97591,-121.91606000000002,418 Hillcrest Dr,1311055,95003,3,2.5,1878,173,1987,0,2
1362,0,36.97585,-121.91651999999999,427 Hillcrest Dr,1224452,95003,4,2.5,2086,225,1957,0,1
1363,0,36.97636,-121.91677,428 Hillcrest Dr,887785,95003,3,2.0,1300,169,1971,0,1
1364,0,36.99454,-121.92591000000002,180 Horizon Way,1720532,95003,3,3.0,3397,545,1981,3,2
1367,0,37.00067,-121.91798,609 Hudson Ln,1470181,95003,2,3.0,3030,619,1979,1,2
1371,0,36.969429999999996,-121.88628,508 Humes Ave,859329,95003,3,2.0,1593,175,1975,0,2
1372,0,36.96954,-121.88577,509 Humes Ave,893293,95003,3,2.5,1630,178,1942,3,1
1378,0,36.9687,-121.88542,518 Humes Ave,795052,95003,3,2.0,1344,223,1962,0,1
1379,0,36.968579999999996,-121.88532,520 Humes Ave,794331,95003,3,2.0,1288,202,1963,0,2
1380,0,36.96886,-121.88502,521 Humes Ave,782754,95003,3,2.0,1200,233,1960,1,2
1383,0,36.96862,-121.88478,525 Humes Ave,782495,95003,3,2.0,1331,479,1971,0,1
1384,0,36.9685,-121.8847,527 Humes Ave,1121363,95003,3,3.0,1979,258,1979,0,1
1389,0,36.96761,-121.88451,538 Humes Ave,795956,95003,2,2.0,1461,435,1971,0,2
1391,0,36.98131,-121.87208999999999,120 Huntington Ct,875178,95003,3,2.0,2026,215,1981,0,2
1395,0,36.9819,-121.87128,240 Huntington Ct,1209083,95003,4,3.0,2665,244,1968,0,2
1398,0,36.97695,-121.88061,930 Huntington Dr,849005,95003,3,2.0,1582,373,1960,0,2
1407,0,36.97933,-121.87655,2090 Huntington Dr,865709,95003,3,2.5,1757,404,1963,0,2
1408,0,36.979620000000004,-121.87766,2091 Huntington Dr,894882,95003,3,3.0,1897,159,1963,0,2
1411,0,36.98049,-121.8758,2200 Huntington Dr,886449,95003,2,2.5,1687,191,1974,0,2
1424,0,36.95085,-121.8714,155 Hyannis Ct,706194,95003,2,1.5,1440,160,1981,0,1
1427,0,36.95075,-121.87178,163 Hyannis Ct,1192397,95003,4,2.0,1990,142,1979,0,2
1429,0,36.95074,-121.87206,167 Hyannis Ct,1764026,95003,4,4.5,2714,101,2009,0,2
1431,0,36.95108,-121.87216000000001,176 Hyannis Ct,922458,95003,3,2.5,1844,139,1985,0,2
1434,0,36.95081,-121.87231000000001,187 Hyannis Ct,831508,95003,3,2.5,1844,174,1981,0,2
1435,0,36.951209999999996,-121.8721,188 Hyannis Ct,838726,95003,3,2.5,1844,133,1985,0,2
1441,0,36.97396,-121.86859,83 Ilex Way,452855,95003,2,2.0,1080,118,2004,0,2
1445,0,36.97378,-121.86887,88 Ilex Way,505251,95003,2,2.0,1344,391,2017,0,2
1447,0,36.97392,-121.86915,90 Ilex Way,515496,95003,3,2.0,1416,109,2005,0,2
1453,0,36.98526,-121.93225,6313 Imperial Ct,666123,95003,3,2.5,1430,378,1988,0,1
1454,0,36.9852,-121.93222,6315 Imperial Ct,660879,95003,3,2.5,1430,419,1989,0,1
1455,0,36.98513,-121.93218999999999,6317 Imperial Ct,654924,95003,3,2.5,1430,395,1989,0,1
1460,0,36.9852,-121.93181000000001,6327 Imperial Ct,661389,95003,3,2.5,1430,295,1988,0,1
1470,0,36.98787,-121.93468,6100 Jason Ct,766055,95003,4,1.5,1318,144,1989,0,1
1471,0,36.98772,-121.93468999999999,6102 Jason Ct,811352,95003,3,2.5,1540,240,1989,0,1
1473,0,36.98796,-121.93427,6105 Jason Ct,791550,95003,3,2.5,1406,198,1989,0,2
1475,0,36.98793,-121.93409,6107 Jason Ct,849685,95003,4,2.5,1705,174,1989,0,2
1479,0,36.98788,-121.93373999999999,6111 Jason Ct,853074,95003,4,2.5,1705,174,1989,0,2
1481,0,36.97463,-121.87973000000001,201 Jaunell Rd,832597,95003,3,2.0,1700,335,1981,0,2
1484,0,36.9745,-121.87915,220 Jaunell Rd,1206845,95003,3,2.5,2551,339,2004,0,2
1485,0,36.97421,-121.87898,224 Jaunell Rd,1198462,95003,3,2.5,2536,355,2004,0,2
1490,0,36.97413,-121.87844,286 Jaunell Rd,1350000,95003,4,3.0,3603,375,1996,0,2
1491,0,36.973690000000005,-121.87818,290 Jaunell Rd,1211623,95003,4,2.5,2738,343,1991,0,2
1492,0,36.97382,-121.87716,320 Jaunell Rd,1170909,95003,3,2.5,2481,119,1990,0,2
1493,0,36.97364,-121.87666000000002,324 Jaunell Rd,1353204,95003,4,3.5,2383,151,1997,0,2
1495,0,36.9898,-121.91221999999999,115 Jennifer Ct,1142919,95003,3,2.0,2309,161,1963,0,2
1498,0,36.99358,-121.9152,1510 Jennifer Dr,969303,95003,3,2.0,1820,327,1963,0,2
1499,0,36.99324,-121.9147,1531 Jennifer Dr,983570,95003,3,2.0,1844,412,1964,0,2
1501,0,36.99409,-121.91288,1660 Jennifer Dr,1034045,95003,4,2.0,1931,378,1977,0,1
1506,0,36.99239,-121.91264,1741 Jennifer Dr,768930,95003,3,2.0,1278,485,1962,0,2
1510,0,36.96517,-121.8807,606 La Honda Ct,884541,95003,3,2.0,1319,182,1958,0,2
1522,0,37.00015,-121.85735,1804 Leslie Ln,1158561,95003,3,2.5,2383,147,1980,0,3
1534,0,36.96755,-121.88344,401 Locke Dr,1000963,95003,4,2.0,1882,128,1962,0,1
1539,0,36.9673552,-121.88378600000001,409 Locke Dr,824056,95003,3,2.0,1517,171,1986,0,2
1543,0,36.96691,-121.88425,415 Locke Dr,884514,95003,3,2.0,1726,359,1977,0,2
1546,0,36.96674,-121.8847,418 Locke Dr,1216887,95003,3,3.0,2042,404,1962,0,1
1566,0,36.9717,-121.88261000000001,451 Loma Prieta Dr,815296,95003,3,2.5,1352,133,1978,1,1
1568,0,36.97135,-121.88188000000001,459 Loma Prieta Dr,1059916,95003,4,2.0,2464,253,1974,0,1
1569,0,36.9711,-121.88185,461 Loma Prieta Dr,801085,95003,3,2.5,1351,148,1974,0,1
1570,0,36.97079,-121.88201000000001,465 Loma Prieta Dr,701662,95003,2,1.5,1200,366,1975,0,1
1576,0,36.97032,-121.88113,509 Loma Prieta Dr,809002,95003,2,2.0,1680,262,1968,0,2
1577,0,36.96982,-121.88115,604 Loma Prieta Dr,1216870,95003,4,2.5,2356,278,1966,0,2
1578,0,36.96976,-121.88063000000001,609 Loma Prieta Dr,905123,95003,3,2.5,1840,370,1985,0,2
1582,0,36.969609999999996,-121.87943,627 Loma Prieta Dr,867214,95003,3,2.5,1585,341,1993,0,2
1584,0,36.96918,-121.87881000000002,638 Loma Prieta Dr,1266166,95003,2,2.0,2235,163,1987,0,1
1585,0,36.96937,-121.87855,640 Loma Prieta Dr,905001,95003,2,2.0,1843,342,1978,3,2
1592,0,36.968140000000005,-121.87751999999999,719 Loma Prieta Dr,742954,95003,2,2.0,1372,199,1971,0,2
1630,0,36.97806,-121.8983,125 Lori Ln,987195,95003,3,2.5,2056,154,1993,0,2
1631,0,36.97787,-121.89813999999998,129 Lori Ln,1937194,95003,4,3.5,2659,147,1994,0,2
1635,0,36.96412,-121.88743000000001,304 Los Altos Dr,1463115,95003,3,3.0,2705,316,1983,0,2
1636,0,36.96414,-121.88823000000001,308 Los Altos Dr,1020551,95003,3,2.0,1695,198,1986,0,2
1640,0,36.964259999999996,-121.88897,313 Los Altos Dr,947308,95003,3,2.0,1547,246,1975,0,1
1646,0,36.965090000000004,-121.88893999999999,323 Los Altos Dr,1191220,95003,3,2.0,1920,404,2005,0,2
1647,0,36.96519,-121.88837,324 Los Altos Dr,1138190,95003,3,2.0,2061,328,1978,0,2
1649,0,36.96537,-121.88898999999999,327 Los Altos Dr,1100352,95003,3,2.0,1812,147,1974,0,2
1653,0,36.96578,-121.88904,333 Los Altos Dr,943503,95003,3,2.0,1264,204,1963,0,2
1654,0,36.96587,-121.88848,334 Los Altos Dr,989771,95003,3,2.5,1714,321,1973,0,1
1660,0,36.96655,-121.88851000000001,344 Los Altos Dr,1192674,95003,3,2.0,2224,144,1976,0,2
1661,0,36.96674,-121.88853,346 Los Altos Dr,915330,95003,3,2.0,1718,175,1976,0,2
1662,0,36.96683,-121.88892,347 Los Altos Dr,903952,95003,3,2.0,1625,362,1971,0,2
1664,0,36.96712,-121.88841000000001,350 Los Altos Dr,1333189,95003,4,4.0,2475,158,1987,0,2
1666,0,36.967459999999996,-121.88878000000001,355 Los Altos Dr,892629,95003,3,2.0,1405,552,1974,0,2
1667,0,36.968779999999995,-121.88776000000001,433 Los Altos Dr,1061599,95003,3,2.5,2025,400,1961,0,2
1670,0,36.969159999999995,-121.88753999999999,443 Los Altos Dr,1239537,95003,4,2.5,2885,163,1978,0,2
1673,0,36.9695,-121.8874,447 Los Altos Dr,815610,95003,2,2.0,1150,677,1967,0,1
1675,0,36.96973,-121.88718,451 Los Altos Dr,830923,95003,2,2.0,1447,236,1971,0,2
1677,0,36.96993,-121.88689,455 Los Altos Dr,932815,95003,4,2.0,1650,333,1961,0,2
1679,0,36.97009,-121.88635,461 Los Altos Dr,828078,95003,3,2.0,1496,157,1964,0,1
1680,0,36.96983,-121.88606000000001,462 Los Altos Dr,865120,95003,3,2.0,1598,250,1963,0,2
1687,0,36.98386,-121.91673999999999,7232 Lotus Way,662782,95003,2,2.5,1300,361,1985,0,1
1688,0,36.98387,-121.91678999999999,7234 Lotus Way,661475,95003,2,2.5,1300,173,1986,0,1
1690,0,36.98388,-121.91703000000001,7240 Lotus Way,650315,95003,3,1.5,1499,322,1985,0,2
1691,0,36.98425,-121.91698999999998,7241 Lotus Way,650221,95003,3,2.0,1499,139,1985,0,2
1699,0,36.98427,-121.9173,7251 Lotus Way,657609,95003,2,2.5,1280,272,1985,0,1
1713,0,36.96969,-121.90442,133 Marina Ave,869240,95003,2,2.5,1225,204,1983,0,1
1716,0,36.98502,-121.91345,3075 Marlo Ct,795048,95003,2,2.0,1257,278,1950,3,2
1717,0,36.98662,-121.87743,200 Marthas Way,1972114,95003,4,2.5,3949,296,1988,0,4
1719,0,36.985620000000004,-121.8763,241 Marthas Way,1262226,95003,3,2.0,2088,397,1987,0,2
1724,0,36.97209,-121.89862,212 Martin Dr,1794354,95003,3,3.0,2729,699,1935,0,2
1725,0,36.97163,-121.89795,215 Martin Dr,1176422,95003,2,2.0,1872,321,1964,1,2
1726,0,36.97168,-121.89845,216 Martin Dr,1883955,95003,3,3.0,3134,239,2017,1,1
1731,0,36.97079,-121.89781,227 Martin Dr,1001606,95003,4,2.0,1525,357,1969,0,2
1732,0,36.97076,-121.89833999999999,228 Martin Dr,1219940,95003,3,3.0,1679,261,1932,0,1
1733,0,36.97121,-121.89785,229 Martin Dr,1013189,95003,3,2.0,1492,184,1964,0,2
1737,0,36.970079999999996,-121.89736,309 Martin Dr,892489,95003,3,2.0,1237,493,1965,0,2
1745,0,36.9690049,-121.8967754,321 Martin Dr,997010,95003,3,2.0,1566,145,1962,0,2
1748,0,36.96909,-121.89671000000001,325 Martin Dr,1016630,95003,2,2.0,1592,367,1964,0,1
1749,0,36.9684,-121.89703,326 Martin Dr,1240804,95003,4,3.0,2207,193,1997,0,2
1750,0,36.968959999999996,-121.89663,327 Martin Dr,948465,95003,3,2.0,1288,186,1943,1,1
1753,0,36.968579999999996,-121.89656000000001,331 Martin Dr,1045746,95003,3,2.0,1632,349,1957,0,2
1755,0,36.96772,-121.89648999999999,405 Martin Dr,1007285,95003,3,2.0,1368,175,1960,0,2
1756,0,36.96758,-121.89648999999999,407 Martin Dr,1386184,95003,2,3.0,1666,315,1960,0,1
1758,0,36.9797,-121.90202,110 Mattison Ct,1202333,95003,3,2.5,2677,306,2007,0,2
1759,0,36.97947,-121.90208999999999,124 Mattison Ct,1230215,95003,3,2.5,2810,391,2007,0,2
1767,0,36.981190000000005,-121.90205,120 Mattison Ln,887625,95003,3,1.5,1655,180,1981,0,2
1769,0,36.9802,-121.90226000000001,136 Mattison Ln,1061897,95003,3,2.5,2328,158,1991,0,2
1770,0,36.986540000000005,-121.86062,115 McDonald Rd,754174,95003,3,2.0,1568,614,2009,0,2
1771,0,36.98827,-121.86081000000001,285 McDonald Rd,1425232,95003,4,2.5,3449,128,1976,3,2
1776,0,36.99075,-121.85863,490 McDonald Rd,1276192,95003,5,3.0,2860,255,1982,3,4
1778,0,36.99118,-121.85833999999998,530 McDonald Rd,1413494,95003,4,4.5,3169,303,1978,0,2
1779,0,36.99153,-121.85781999999999,540 McDonald Rd,1093344,95003,3,3.0,2508,289,1976,0,1
1781,0,36.99004,-121.93498000000001,6020 McGlenn Ct,889532,95003,4,2.0,1701,220,1997,0,2
1782,0,36.99051,-121.9348,6025 McGlenn Ct,1250694,95003,4,3.0,2504,351,1982,0,2
1783,0,36.99015,-121.93466000000001,6030 McGlenn Ct,962510,95003,4,2.5,1925,314,1998,0,2
1786,0,36.99091,-121.93457,3071 McGlenn Dr,1250393,95003,5,3.0,2800,101,1976,0,2
1789,0,36.99171,-121.93373999999999,3116 McGlenn Dr,936398,95003,3,2.5,1831,142,1981,0,2
1790,0,36.99261,-121.93366,3154 McGlenn Dr,957101,95003,4,3.0,2018,382,1983,0,2
1797,0,36.9973,-121.85925,159 McKay Rd,747565,95003,3,2.0,1259,377,1972,1,2
1799,0,37.00062,-121.8455,196 Meadow Ct,1430254,95003,4,2.5,3606,403,1989,0,2
1801,0,37.00135,-121.84483999999999,260 Meadow Ct,2248450,95003,4,4.0,4947,399,2000,3,4
1807,0,37.00185,-121.84669,628 Meadow Rd,1868582,95003,4,4.0,4527,398,1990,0,3
1809,0,37.00394,-121.84629,830 Meadow Rd,1401839,95003,3,2.5,3324,233,1989,0,3
1810,0,37.0042,-121.8476,831 Meadow Rd,2144983,95003,5,4.0,5144,105,2004,3,3
1812,0,37.00462,-121.84563,912 Meadow Rd,2271861,95003,5,5.0,6209,159,1989,0,4
1814,0,36.972359999999995,-121.89397,235 Meadowlark Ln,1022412,95003,3,2.0,1852,197,1974,0,2
1816,0,36.97215,-121.89347,271 Meadowlark Ln,1000445,95003,3,2.0,1788,355,1976,0,2
1817,0,36.97152,-121.89338000000001,295 Meadowlark Ln,1067645,95003,4,2.0,2126,139,1975,0,2
1818,0,36.97129,-121.89336999999999,303 Meadowlark Ln,971505,95003,3,2.0,1564,178,1975,0,2
1822,0,36.993140000000004,-121.93313,3435 Merrill Rd,2013816,95003,4,3.0,5123,133,2012,0,4
1823,0,36.99419,-121.93238000000001,3500 Merrill Rd,1471757,95003,4,3.5,2626,308,2005,0,4
1825,0,36.987829999999995,-121.9178,7024 Mesa Ct,1091217,95003,4,2.5,2282,274,1976,0,2
1828,0,36.988,-121.91758,7000 Mesa Dr,1278314,95003,2,2.5,2630,257,1972,0,2
1831,0,36.98835,-121.91641000000001,7051 Mesa Dr,1184813,95003,3,3.0,2631,454,1964,0,2
1836,0,36.9875,-121.91582,7122 Mesa Dr,1103549,95003,3,2.0,2235,271,1957,0,2
1842,0,36.986740000000005,-121.9144,7184 Mesa Dr,1474324,95003,4,3.0,3384,315,1940,0,2
1844,0,36.986470000000004,-121.9138,7204 Mesa Dr,1036673,95003,3,2.0,1917,631,1979,0,2
1846,0,36.98642,-121.91257,7261 Mesa Dr,1128047,95003,4,3.0,2498,305,1986,0,2
1849,0,36.985820000000004,-121.91225,7290 Mesa Dr,798842,95003,3,2.0,1310,523,1955,0,1
1851,0,36.98573,-121.91111000000001,7333 Mesa Dr,1096711,95003,3,1.5,1936,232,1950,3,1
1854,0,36.985929999999996,-121.91082,7339 Mesa Dr,1155471,95003,3,2.0,2078,111,1949,3,2
1866,0,36.98335,-121.90851,7444 Mesa Dr,988625,95003,2,3.0,2193,148,1964,0,2
1868,0,37.002790000000005,-121.90841999999999,955 Mesa Grande Trl,1409038,95003,3,2.0,2453,205,1977,3,2
1887,0,36.976929999999996,-121.91938,534 Middlefield Dr,913561,95003,3,2.0,1080,200,1963,1,2
1891,0,36.97661,-121.9201,605 Middlefield Dr,1022070,95003,3,2.0,1708,423,1974,0,2
1895,0,36.97672,-121.92045,609 Middlefield Dr,1059009,95003,3,2.5,1606,414,1978,0,2
