,City,Lat,Lon,Street,Trulia Est,Zip Code,Beds,Baths,Sqft,Price_Per_Sqft,Year Built,Heating Type,Parking Spots
1899,0,36.977,-121.92088000000001,615 Middlefield Dr,1220454,95003,3,2.5,1943,199,1988,0,1
1901,0,36.97736,-121.9215,620 Middlefield Dr,1251414,95003,3,2.5,2142,180,2003,0,1
1915,0,36.9827,-121.91725,7232 Millie Ct #A,796966,95003,4,2.0,1305,268,1963,1,2
1918,0,36.96496,-121.89306,205 Mirada Dr,999091,95003,2,1.5,1215,444,1977,0,1
1919,0,36.96464,-121.89273999999999,206 Mirada Dr,1171212,95003,3,2.0,1493,435,1947,1,2
1920,0,36.96497,-121.8923,212 Mirada Dr,1151271,95003,3,2.0,1814,193,1980,0,2
1921,0,36.965270000000004,-121.8926,213 Mirada Dr,1161913,95003,3,2.0,1648,195,1964,0,2
1934,0,36.975629999999995,-121.88016,9639 Monroe Ave,1221022,95003,5,3.0,2690,199,1966,0,2
1935,0,36.97573,-121.8799,9647 Monroe Ave,877814,95003,3,2.0,2112,289,1970,0,1
1938,0,36.97531,-121.87825,9704 Monroe Ave,882076,95003,3,2.0,2188,443,1978,0,1
1940,0,36.97572,-121.87753000000001,9725 Monroe Ave,907778,95003,3,2.0,2049,354,1986,0,2
1950,0,36.97309,-121.87531000000001,9950 Monroe Ave,751745,95003,3,2.0,1199,150,1975,3,2
1960,0,36.97798,-121.89106000000001,195 Monte Vista Dr,846681,95003,3,2.0,1351,526,1964,0,2
1961,0,36.97763,-121.89078,196 Monte Vista Dr,894267,95003,3,2.0,1749,147,1972,0,3
1964,0,36.9784,-121.89026000000001,209 Monte Vista Dr,866466,95003,3,2.0,1519,346,1961,0,2
1973,0,36.97916,-121.88905,233 Monte Vista Dr,1014763,95003,5,3.0,2346,192,1963,1,2
1974,0,36.97883,-121.88876,234 Monte Vista Dr,852632,95003,3,2.0,1406,320,1963,0,2
1976,0,36.97907,-121.8883,242 Monte Vista Dr,852577,95003,4,2.0,1430,303,1963,0,2
1983,0,36.97173,-121.88646000000001,432 Monterey Dr,798514,95003,3,2.0,1184,494,1963,0,1
1986,0,36.97182,-121.88582,439 Monterey Dr,859051,95003,3,2.0,1590,362,1975,0,1
1989,0,36.97113,-121.8857,444 Monterey Dr,890565,95003,3,2.5,1738,262,1966,0,1
1995,0,36.97068,-121.88529,452 Monterey Dr,799397,95003,2,2.0,1470,173,1963,0,1
1996,0,36.97104,-121.88502,453 Monterey Dr,776088,95003,3,2.0,1213,411,1973,0,1
1997,0,36.970909999999996,-121.88492,455 Monterey Dr,883776,95003,3,2.0,1802,401,1973,0,2
2000,0,36.97036,-121.88498,458 Monterey Dr,1070752,95003,3,3.0,2108,109,1963,0,1
2003,0,36.97014,-121.88478,462 Monterey Dr,1140513,95003,4,3.0,1705,372,1965,0,2
2005,0,36.97003,-121.88468,464 Monterey Dr,995630,95003,3,2.5,1976,172,1978,0,2
2006,0,36.97011,-121.88421000000001,467 Monterey Dr,871755,95003,3,2.0,1728,263,1974,0,2
2008,0,36.96975,-121.88386000000001,505 Monterey Dr,778428,95003,3,2.0,1320,182,1971,0,1
2011,0,36.96949,-121.88361,509 Monterey Dr,773850,95003,3,2.0,1196,305,1968,0,2
2012,0,36.96927,-121.88398000000001,510 Monterey Dr,879712,95003,3,2.5,1680,208,1967,0,2
2013,0,36.96905,-121.88378,514 Monterey Dr,916687,95003,3,2.0,1865,448,1984,0,2
2016,0,36.968959999999996,-121.88311000000002,517 Monterey Dr,787045,95003,2,2.0,1398,178,1965,0,1
2017,0,36.96883,-121.88356999999999,518 Monterey Dr,1186578,95003,4,2.5,2340,145,1966,0,1
2019,0,36.968720000000005,-121.88346999999999,520 Monterey Dr,927231,95003,4,2.0,1820,136,1966,0,1
2023,0,36.99272,-121.93064,6255 N Pointe Ct,1554349,95003,3,3.5,3333,228,1997,0,3
2026,0,36.97312,-121.86996,45 Nandina Dr,531669,95003,3,2.0,1344,223,1988,0,2
2028,0,36.96972,-121.87616000000001,603 Nestora Ave,771056,95003,3,2.0,1557,145,1990,0,1
2031,0,36.969590000000004,-121.87558,608 Nestora Ave,739540,95003,3,2.0,1291,510,1974,0,1
2034,0,36.979501,-121.92953329999999,115 New Brighton Rd,1020971,95003,3,3.0,2111,148,1973,1,2
2039,0,37.00695,-121.90021999999999,2165 Newell Dr,1421799,95003,4,2.0,2636,281,1994,0,2
2040,0,37.00544,-121.90028999999998,2170 Newell Dr,857824,95003,2,2.0,1682,279,1989,0,2
2042,0,37.005829999999996,-121.90002,2220 Newell Dr,1271419,95003,3,3.5,2740,323,1966,0,2
2044,0,37.00866,-121.89738,2305 Newell Dr,1464227,95003,4,2.5,2671,180,1976,0,2
2049,0,36.99853,-121.85063000000001,123 Norma Ct,1237230,95003,4,3.0,2600,204,1988,0,3
2051,0,36.9832,-121.88167,124 Norman Rd,927907,95003,3,2.5,2227,336,1979,0,2
2056,0,36.98383,-121.87991000000001,250 Norman Rd,808188,95003,3,2.0,1824,252,1982,0,2
2057,0,36.98418,-121.87988,255 Norman Rd,822198,95003,2,2.5,1502,306,1990,0,1
2061,0,36.97493,-121.90713999999998,217 North Ave,819632,95003,3,1.5,1080,675,1964,1,1
2063,0,36.974920000000004,-121.90728,221 North Ave,963205,95003,3,2.5,1585,170,1984,0,1
2067,0,36.97524,-121.90817,232 North Ave,800701,95003,2,1.5,1127,185,1943,0,2
2087,0,37.00741,-121.91791,7550 Oak Ridge Rd,1413883,95003,4,3.0,2474,127,2005,3,1
2089,0,36.99564,-121.8301,12 Oak Tree Ln,1128767,95003,3,2.0,2490,171,1968,0,2
2092,0,36.99729,-121.82862,24 Oak Tree Ln,970007,95003,4,3.0,1981,356,1967,0,1
2103,0,36.97718,-121.92523999999999,745 Oakhill Rd,3211485,95003,3,4.0,3332,118,1942,0,1
2105,0,36.977540000000005,-121.92475,751 Oakhill Rd,942212,95003,3,2.0,1341,231,1968,0,1
2107,0,36.97965,-121.8956,727 Old Farm Ln,1064290,95003,3,2.0,2244,221,1978,0,2
2110,0,36.98146,-121.89261,975 Old Farm Ln,1996136,95003,4,3.5,3661,341,2000,0,2
2117,0,36.98718,-121.85213999999999,190 Owl Ridge Way,760858,95003,3,2.0,1488,531,1997,0,2
2121,0,37.010329999999996,-121.89866,2865 Pacific Heights Dr,781026,95003,3,2.0,1884,146,1986,1,2
2126,0,36.9673,-121.89178999999999,305 Palmer Ave,922867,95003,2,2.0,1120,545,1963,1,1
2127,0,36.96733,-121.89126,306 Palmer Ave,1127550,95003,3,2.5,1919,261,1977,0,2
2128,0,36.96751,-121.89132,308 Palmer Ave,1094718,95003,4,2.0,1924,468,1974,0,2
2129,0,36.96748,-121.89176,309 Palmer Ave,1276262,95003,4,2.5,2695,178,2005,3,4
2130,0,36.96785,-121.89102,314 Palmer Ave,920869,95003,2,2.0,1321,177,1968,0,2
2135,0,36.968579999999996,-121.89057,326 Palmer Ave,904923,95003,3,2.0,1312,431,1965,0,2
2146,0,36.97045,-121.89013,423 Palmer Ave,1260055,95003,4,3.5,2337,128,1964,0,2
2149,0,36.97099,-121.88998000000001,430 Palmer Ave,1175374,95003,3,3.0,2147,512,1959,0,2
2151,0,36.97116,-121.89013999999999,434 Palmer Ave,981216,95003,3,2.0,1593,151,1951,1,2
2154,0,36.971579999999996,-121.89053999999999,440 Palmer Ave,894241,95003,2,2.0,1440,375,1963,0,1
2157,0,36.95852,-121.88553,115 Palo Alto Pl,826471,95003,2,2.0,1289,334,1969,0,1
2166,0,36.97405,-121.91412,314 Park Dr,929121,95003,3,2.0,1644,429,1965,3,2
2169,0,36.973729999999996,-121.91395,317 Park Dr,882965,95003,3,2.0,1344,179,1974,0,1
2170,0,36.9739,-121.91433,318 Park Dr,1021176,95003,3,2.5,1520,457,1950,0,2
2182,0,36.97449,-121.91611999999999,411 Park Dr,909376,95003,2,2.0,1527,215,1974,0,2
2187,0,36.975,-121.9166,422 Park Dr,882431,95003,3,2.0,1273,200,1976,0,2
2191,0,36.95794,-121.88455,120 Paseo Ballena,1042946,95003,4,2.5,2079,164,1969,0,2
2192,0,36.95763,-121.88435,125 Paseo Ballena,825852,95003,3,2.0,1289,422,1968,0,1
2193,0,36.95787,-121.88463999999999,130 Paseo Ballena,807055,95003,2,2.0,1164,186,1969,0,1
2194,0,36.95779,-121.88474,140 Paseo Ballena,819467,95003,2,2.0,1094,258,1969,0,1
2198,0,36.99009,-121.91723999999999,150 Paseo Bonito Ln,1972093,95003,4,3.5,3905,242,1980,0,2
2204,0,37.03917,-121.85023000000001,132 Pax Place Ct,1008588,95003,3,3.0,2171,225,1988,1,4
2210,0,36.95709,-121.87353,51 Pebble Beach Dr,1148936,95003,3,2.0,1802,203,1974,0,2
2216,0,36.95578,-121.87653999999999,140 Pebble Beach Dr,1199062,95003,3,2.0,2265,196,1973,0,2
2217,0,36.95537,-121.87626000000002,145 Pebble Beach Dr,1391749,95003,3,2.5,2819,128,1975,0,2
2222,0,36.955,-121.87768999999999,213 Pebble Beach Dr,1294411,95003,4,2.5,2278,153,1970,0,2
2223,0,36.95515,-121.8779,221 Pebble Beach Dr,1968705,95003,5,3.5,4423,112,1967,0,2
2226,0,36.95568,-121.87789,245 Pebble Beach Dr,1363968,95003,4,2.5,2473,154,1968,0,2
2228,0,36.95613,-121.87783,281 Pebble Beach Dr,1191668,95003,3,2.5,2036,160,1977,0,2
2230,0,36.95655,-121.87733999999999,318 Pebble Beach Dr,1201552,95003,4,2.5,2040,217,1967,0,2
2231,0,36.9569,-121.87795,355 Pebble Beach Dr,1195663,95003,3,2.5,2129,195,1968,0,2
2232,0,36.95705,-121.87815,381 Pebble Beach Dr,1258562,95003,4,2.5,2315,312,1965,0,2
2242,0,36.95098,-121.8688,2083 Penasquitas Dr,732947,95003,3,2.0,1344,190,1985,0,2
2245,0,36.950829999999996,-121.86863999999998,2095 Penasquitas Dr,747107,95003,3,2.5,1352,329,1983,0,2
2249,0,36.9506,-121.86856,2105 Penasquitas Dr,691359,95003,2,2.0,1334,276,1980,0,1
2252,0,36.95045,-121.86841000000001,2115 Penasquitas Dr,689430,95003,2,2.0,1335,428,1981,0,1
2259,0,36.95035,-121.86788999999999,2149 Penasquitas Dr,722863,95003,3,2.0,1582,408,1980,0,2
2264,0,36.94989,-121.86786000000001,2165 Penasquitas Dr,748653,95003,3,2.0,1414,194,1983,0,2
2265,0,36.979420000000005,-121.91565,275 Perch Way,738206,95003,2,2.0,1383,157,1984,0,2
2268,0,36.9792,-121.91518,278 Perch Way,600000,95003,2,1.5,1026,585,1983,0,1
2280,0,36.982009999999995,-121.91292,315 Poppy Way,961006,95003,4,2.5,1957,105,1999,0,2
2281,0,36.98157,-121.91301999999999,397 Poppy Way,967211,95003,4,2.5,1957,300,2000,0,2
2283,0,36.982040000000005,-121.91408,40 Primrose St,345000,95003,3,2.5,1594,216,1997,0,2
2288,0,36.9523,-121.87388,120 Provincetown Ct,827932,95003,2,2.0,1835,351,1983,0,1
2291,0,36.95185,-121.8736,143 Provincetown Ct,1439519,95003,4,4.0,3500,183,1978,0,2
2299,0,36.99388,-121.8438,53 Quail Run,1582441,95003,5,3.5,3491,169,2006,0,2
2300,0,36.99453,-121.84393999999999,93 Quail Run,1394591,95003,3,2.5,2884,225,2006,0,4
2303,0,36.995090000000005,-121.84358,251 Quail Run,703864,95003,2,2.0,1270,439,1975,0,2
2306,0,36.99648,-121.844,365 Quail Run,798854,95003,3,2.0,1953,155,1970,0,2
2307,0,36.99687,-121.84296,370 Quail Run,878008,95003,3,2.0,1904,223,1975,0,2
2310,0,36.99732,-121.84281000000001,440 Quail Run,835014,95003,4,2.0,1908,477,1975,0,3
2311,0,36.99755,-121.84234,470 Quail Run,1233362,95003,3,3.0,2804,357,1974,0,2
2314,0,36.997690000000006,-121.84143999999999,480 Quail Run,988589,95003,3,2.5,2100,342,1971,0,2
2317,0,36.998423100000004,-121.84302029999999,510 Quail Run,1825620,95003,4,4.5,3217,385,2002,0,2
2322,0,36.9812,-121.89546999999999,198 Quail Run Rd,1319022,95003,3,2.5,2536,166,1977,0,2
2323,0,36.98138,-121.89735,199 Quail Run Rd,1039368,95003,3,2.0,2000,448,1997,0,2
2327,0,36.9835689,-121.8961804,420 Quail Run Rd,2142367,95003,3,3.5,4763,430,1999,3,2
2329,0,36.983740000000004,-121.89674,533 Quail Run Rd,1379687,95003,3,2.5,2861,416,2001,0,4
2330,0,36.98454,-121.89662,537 Quail Run Rd,1403344,95003,3,2.0,2391,265,1988,0,2
2331,0,36.98581,-121.89631000000001,575 Quail Run Rd,1825793,95003,3,3.5,3546,275,1990,0,2
2338,0,36.953359999999996,-121.87698999999999,361 Racquet Lndg,804014,95003,2,2.5,1202,187,1988,0,1
2340,0,36.95347,-121.87727,381 Racquet Lndg,802948,95003,2,2.5,1202,295,1988,0,1
2353,0,36.95344,-121.87808999999999,432 Racquet Lndg,803355,95003,2,2.5,1286,183,1988,0,1
2362,0,36.98969,-121.85878000000001,150 Ramada Ln,682446,95003,2,2.0,1080,431,1976,3,2
2368,0,37.00018,-121.85591000000001,135 Ranchitos Del Sol,693674,95003,3,1.5,1120,472,1970,1,1
2374,0,37.00016,-121.85435,239 Ranchitos Del Sol,1332659,95003,4,3.0,3275,156,1982,3,2
2375,0,36.9994,-121.85408999999999,240 Ranchitos Del Sol,1282807,95003,3,2.0,2422,336,1986,0,2
2377,0,36.9995,-121.85283999999999,280 Ranchitos Del Sol,2066962,95003,4,3.5,5078,207,2017,0,2
2380,0,37.001540000000006,-121.85242,365 Ranchitos Del Sol,1679685,95003,4,3.5,3812,201,1968,3,4
2383,0,37.00262,-121.85088999999999,495 Ranchitos Del Sol,898785,95003,3,2.0,2022,138,1976,3,2
2385,0,37.002590000000005,-121.84978000000001,520 Ranchitos Del Sol,1341513,95003,4,2.5,3001,127,1972,0,2
2386,0,37.00284,-121.85061,525 Ranchitos Del Sol,973389,95003,3,2.0,2193,352,1970,0,5
2387,0,37.00307,-121.85025,545 Ranchitos Del Sol,1240374,95003,3,3.0,2810,367,1976,3,2
2388,0,37.00258,-121.8491,554 Ranchitos Del Sol,1017489,95003,4,4.0,2193,142,1975,3,1
2389,0,37.00352,-121.84978000000001,581 Ranchitos Del Sol,1214945,95003,3,2.0,2506,164,1973,0,2
2390,0,37.00448,-121.84876000000001,665 Ranchitos Del Sol,751007,95003,3,2.5,1768,413,1973,3,2
2391,0,37.00462,-121.84823,700 Ranchitos Del Sol,963269,95003,3,2.5,2050,481,1974,0,2
2393,0,37.00501,-121.8482,765 Ranchitos Del Sol,751848,95003,3,2.0,1812,248,1973,0,2
2394,0,37.00569,-121.84768000000001,800 Ranchitos Del Sol,1180508,95003,4,2.5,2064,170,1975,3,1
2409,0,37.00399,-121.90146999999999,1959 Redwood Dr,1283216,95003,3,2.5,2630,162,1978,3,2
2441,0,36.98407,-121.84216,400 Redwood Heights Rd,1346672,95003,3,2.0,2540,165,1976,3,2
2442,0,36.98348,-121.84217,525 Redwood Heights Rd,780870,95003,3,2.0,1727,171,1974,3,1
2446,0,36.98198,-121.84178,1150 Redwood Heights Rd,1285918,95003,4,3.0,2803,134,1991,0,3
2451,0,36.97552,-121.87523999999999,129 Richard Ct,853656,95003,4,1.5,1845,134,1969,0,2
2454,0,36.99551339999999,-121.9290837,242 Ridge View Rd,1408471,95003,3,3.5,3704,216,1979,0,5
2462,0,36.9715,-121.87846,616 Rincon Dr,748254,95003,3,2.0,1252,374,1982,3,1
2466,0,36.968540000000004,-121.90422,114 Rio Del Mar Blvd,986101,95003,3,2.0,1563,528,1970,0,1
2475,0,36.96886,-121.90403,213 Rio Del Mar Blvd,946866,95003,3,2.0,1473,217,1986,0,1
2489,0,36.96832,-121.90321000000002,240 Rio Del Mar Blvd #L,820667,95003,2,2.0,1008,304,1970,3,1
2491,0,36.96859,-121.90275,243 Rio Del Mar Blvd,1273910,95003,3,2.0,1897,356,1988,0,1
2493,0,36.9685,-121.90235,253 Rio Del Mar Blvd,1695516,95003,3,3.5,2205,281,1988,0,2
2496,0,36.97336,-121.89433999999999,481 Robin Dr,913732,95003,2,2.0,1470,372,1968,0,1
2501,0,36.96266,-121.88113,240 Saint Andrews Dr,1332208,95003,4,3.0,2785,384,1979,0,2
2510,0,36.97385,-121.90553,113 Sea Terrace Way,1056051,95003,3,2.0,1864,367,1982,0,2
2512,0,36.972120000000004,-121.90683999999999,143 Seacliff Dr,920591,95003,3,2.0,1518,757,2005,0,1
2513,0,36.97195,-121.90738,146 Seacliff Dr,823538,95003,2,2.0,1120,186,1961,1,2
2514,0,36.971709999999995,-121.90693999999999,149 Seacliff Dr,1074380,95003,3,2.0,1780,312,1979,0,2
2516,0,36.971579999999996,-121.90697,151 Seacliff Dr,1286764,95003,3,3.0,1981,371,1998,0,1
2517,0,36.97126,-121.90746999999999,152 Seacliff Dr,1201108,95003,3,2.0,1751,431,1959,0,2
2519,0,36.97126,-121.90666,155 Seacliff Dr,1418220,95003,3,2.5,2188,366,1993,0,2
2522,0,36.97115,-121.90696000000001,159 Seacliff Dr,1349171,95003,3,2.0,2036,282,1968,0,2
2525,0,36.970859999999995,-121.90858,170 Seacliff Dr,1479432,95003,2,3.0,1930,492,1960,0,1
2531,0,36.97248,-121.90915,194 Seacliff Dr,1196542,95003,3,2.5,1915,444,1973,0,2
2532,0,36.9726,-121.90925,196 Seacliff Dr,888678,95003,3,2.0,1339,187,1960,0,2
2533,0,36.97282,-121.90953999999999,202 Seacliff Dr,1717255,95003,3,2.5,2529,494,1989,0,2
2536,0,36.97306,-121.91001000000001,208 Seacliff Dr,989706,95003,3,2.5,1465,683,1966,0,2
2537,0,36.97312,-121.91018999999999,210 Seacliff Dr,1080625,95003,3,2.5,1816,688,1973,0,2
2543,0,36.97475,-121.91423,324 Seacliff Dr,993153,95003,3,2.5,1607,238,1988,0,1
2544,0,36.974779999999996,-121.91436000000002,326 Seacliff Dr,898810,95003,3,2.0,1645,154,1979,0,1
2548,0,36.9752,-121.91566999999999,410 Seacliff Dr,950654,95003,3,2.5,1474,346,1983,0,2
2553,0,36.97514,-121.91633,419 Seacliff Dr,864432,95003,3,2.0,1047,381,1968,0,1
2558,0,36.975390000000004,-121.91747,505 Seacliff Dr,905753,95003,3,2.0,1510,153,1974,0,1
2560,0,36.97517,-121.91791,513 Seacliff Dr,1262878,95003,4,2.0,1992,653,1958,0,2
2566,0,36.97528,-121.91918000000001,529 Seacliff Dr,2015025,95003,3,3.0,2417,302,1989,0,1
2567,0,36.97535,-121.91949,535 Seacliff Dr,2467802,95003,2,3.5,2757,863,1956,0,2
2576,0,36.97618,-121.92031999999999,608 Seacliff Dr,1090445,95003,3,2.0,1721,209,1979,0,2
2577,0,36.975840000000005,-121.9201,609 Seacliff Dr,2148082,95003,3,3.5,2306,629,2010,0,2
2578,0,36.9757,-121.9203,611 Seacliff Dr,1633931,95003,3,3.0,1828,317,1971,0,1
2580,0,36.97578,-121.92063,615 Seacliff Dr,1143093,95003,3,2.0,1594,314,1965,0,1
2581,0,36.97683,-121.9213,622 Seacliff Dr,1532938,95003,3,2.5,2195,150,1980,0,1
2584,0,36.976440000000004,-121.92102,625 Seacliff Dr,2163409,95003,3,3.0,2262,221,1963,0,2
2587,0,36.97614,-121.92158,701 Seacliff Dr,1307427,95003,3,2.0,1912,356,1962,0,2
2596,0,36.97742,-121.92339,726 Seacliff Dr,1279973,95003,3,2.0,1976,220,1973,0,2
2600,0,36.97698,-121.92455,737 Seacliff Dr,3054697,95003,3,4.0,2799,393,2004,0,2
2605,0,36.9782,-121.92203,779 Seacliff Dr,2034967,95003,3,4.0,2724,461,1990,0,2
2608,0,36.9782,-121.92163000000001,783 Seacliff Dr,930555,95003,3,2.5,1507,146,1960,1,1
2609,0,36.977909999999994,-121.92115,784 Seacliff Dr,917592,95003,3,2.0,1354,435,1961,0,2
2610,0,36.978559999999995,-121.92171,803 Seacliff Dr,1037944,95003,3,2.0,1823,206,1965,0,2
2611,0,36.9787,-121.92182,805 Seacliff Dr,915589,95003,3,2.0,1413,192,1963,0,2
2617,0,36.97902,-121.92197,821 Seacliff Dr,930391,95003,2,2.0,1556,159,1964,0,2
2625,0,36.95217,-121.87522,1510 Seascape Blvd,778675,95003,2,2.0,1541,279,1981,0,1
2626,0,36.9522,-121.87507,1512 Seascape Blvd,774743,95003,2,2.0,1541,269,1977,0,1
2627,0,36.952259999999995,-121.87473,1540 Seascape Blvd,622270,95003,2,1.5,970,582,1980,0,1
2629,0,36.952329999999996,-121.87415,1562 Seascape Blvd,1229510,95003,4,4.0,2452,285,1977,0,1
2632,0,36.95259,-121.87266000000001,1663 Seascape Blvd,923181,95003,2,2.5,1731,147,1980,0,2
2635,0,36.95155,-121.87232,1718 Seascape Blvd,725254,95003,2,2.0,1546,162,1983,0,2
2636,0,36.95177,-121.87234,1724 Seascape Blvd,804148,95003,2,2.5,1692,143,1983,0,2
2637,0,36.952259999999995,-121.87183,1725 Seascape Blvd,785151,95003,3,2.0,1603,430,1979,0,2
2646,0,36.95205,-121.87122,1785 Seascape Blvd,1003954,95003,6,4.0,2896,224,1973,0,5
2647,0,36.95203,-121.87101000000001,1795 Seascape Blvd,1338132,95003,3,4.0,2891,329,1972,0,3
2650,0,36.952020000000005,-121.86995,1851 Seascape Blvd,1327387,95003,6,4.0,2737,214,1974,0,1
2654,0,36.95151,-121.86797,1975 Seascape Blvd,1318883,95003,3,2.5,1953,333,1978,0,2
2657,0,36.951240000000006,-121.86765,1997 Seascape Blvd,1200308,95003,3,3.0,1878,152,1979,0,2
2662,0,36.95061,-121.86765,2024 Seascape Blvd,720752,95003,3,2.0,1560,410,1983,0,2
2664,0,36.95049,-121.86776,2028 Seascape Blvd,722664,95003,3,2.0,1588,418,1983,0,2
2665,0,36.95101,-121.86733999999998,2029 Seascape Blvd,1199632,95003,3,2.5,2148,260,1980,0,2
2715,0,36.95174,-121.87941000000001,49 Seascape Resort Dr,827524,95003,2,2.0,1760,151,1995,0,1
2717,0,36.95199,-121.87957,51 Seascape Resort Dr,1121945,95003,3,3.5,2550,492,1995,0,1
2875,0,36.94858,-121.86481,180 Seascape Ridge Dr,691336,95003,2,2.0,1556,334,1989,0,1
2876,0,36.964529999999996,-121.89626000000001,440 Seaview Dr,2086563,95003,4,2.5,2494,132,1997,0,2
2883,0,36.97953,-121.88799999999999,131 Sierra Vista Dr,837319,95003,3,2.0,1412,176,1963,0,2
2886,0,36.97905,-121.88768,251 Sierra Vista Dr,1023440,95003,4,3.0,2373,196,1972,0,2
2887,0,36.97893,-121.88753999999999,321 Sierra Vista Dr,835378,95003,3,2.0,1330,188,1974,0,2
2888,0,36.97847,-121.88768999999999,340 Sierra Vista Dr,1036128,95003,3,3.0,2286,109,1973,0,2
2893,0,36.98001,-121.88711,105 Siesta Ct,801864,95003,3,2.0,1338,193,1964,1,2
2894,0,36.979729999999996,-121.88763999999999,106 Siesta Ct,846606,95003,3,2.0,1527,133,1963,0,2
2899,0,36.977709999999995,-121.89215,160 Siesta Dr,916149,95003,2,2.0,1645,393,1974,0,2
2900,0,36.9778,-121.89182,170 Siesta Dr,866642,95003,2,2.0,1109,190,1940,3,1
2910,0,36.9801,-121.88914,233 Siesta Dr,834910,95003,3,2.0,1433,185,1963,0,2
2911,0,36.97937,-121.88925,234 Siesta Dr,850547,95003,3,2.0,1484,166,1963,0,2
2918,0,36.98093,-121.88695,481 Siesta Dr,817578,95003,3,2.0,1508,232,1962,0,2
2919,0,36.98104,-121.88668999999999,521 Siesta Dr,772423,95003,3,2.0,1406,303,1963,0,2
2920,0,36.97953,-121.91597,276 Silverfish Ct,754734,95003,2,2.0,1383,159,1983,0,2
2922,0,36.97979,-121.91636000000001,279 Silverfish Ct,754139,95003,2,2.0,1383,127,1983,0,2
2924,0,36.97978,-121.91626000000001,281 Silverfish Ct,768575,95003,3,2.5,1492,268,1983,0,2
2926,0,36.97965,-121.91571,284 Silverfish Ct,708005,95003,2,1.5,1514,261,1984,0,2
2930,0,36.97981,-121.9154,290 Silverfish Ct,716878,95003,2,2.5,1514,124,1983,0,2
2937,0,36.98389,-121.88621,135 Skyward Dr,1316410,95003,3,2.0,2667,120,1975,0,2
2939,0,36.98539,-121.88826999999999,675 Skyward Dr,1306951,95003,3,2.5,2761,255,1980,0,2
2940,0,36.985820000000004,-121.88833000000001,685 Skyward Dr,2418143,95003,4,4.5,5079,418,1970,0,2
2947,0,36.98899,-121.88981000000001,965 Skyward Dr,1384498,95003,3,2.5,3031,272,1980,0,2
2948,0,36.9896639,-121.8897892,975 Skyward Dr,1585331,95003,3,2.5,3841,178,1983,3,2
2951,0,36.9846,-121.91603,7113 Somerset Ct,791981,95003,3,2.5,1638,363,1991,0,2
2953,0,36.98401,-121.91591000000001,7118 Somerset Ct,893892,95003,3,2.5,1852,375,1991,0,2
2955,0,36.98411,-121.91573999999999,7120 Somerset Ct,816520,95003,3,2.5,1638,217,1991,0,2
2962,0,36.98604,-121.91775,6991 Soquel Dr,909419,95003,3,3.0,1986,201,1976,1,1
2963,0,36.98559,-121.91663999999999,7067 Soquel Dr #A,1013179,95003,4,2.0,1944,556,1977,0,2
2966,0,36.98475,-121.9148,7145 Soquel Dr,996495,95003,4,2.0,1961,158,1957,0,2
2982,0,36.97164,-121.87258999999999,10233 Soquel Dr,992430,95003,2,3.0,1799,306,1978,0,2
2983,0,36.97189,-121.87234,10265 Soquel Dr,1272184,95003,4,4.5,2530,142,1976,0,2
2988,0,36.9723,-121.89138999999999,110 Spanish Bay Dr,1181267,95003,4,2.5,2230,382,1999,0,2
2989,0,36.9721,-121.8918,111 Spanish Bay Dr,1198662,95003,5,3.0,2514,366,1999,0,2
2991,0,36.97249,-121.8916,118 Spanish Bay Dr,1190516,95003,5,3.0,2514,201,1999,0,2
2992,0,36.972409999999996,-121.89209,119 Spanish Bay Dr,1183109,95003,4,2.5,2251,212,1999,0,2
2997,0,37.01807,-121.87956000000001,2035 Sparrow Valley Rd,1542325,95003,3,2.5,3281,251,1978,0,2
3004,0,36.97238,-121.9018,208 Spreckels Dr,1025788,95003,3,2.0,1598,152,1974,0,2
3005,0,36.97258,-121.90203000000001,212 Spreckels Dr,1090938,95003,3,2.5,1976,399,1986,0,2
3009,0,36.973040000000005,-121.90256000000001,220 Spreckels Dr,1157168,95003,4,2.0,2246,334,1973,0,2
3010,0,36.972570000000005,-121.90263,227 Spreckels Dr,1165013,95003,3,2.5,2187,273,1986,0,2
3011,0,36.97265,-121.90273,229 Spreckels Dr,1341722,95003,2,2.0,2354,318,1983,3,2
3022,0,36.97583,-121.90299999999999,265 Spreckels Dr,1041826,95003,3,2.5,1639,238,1991,0,2
3032,0,36.9785,-121.91736000000002,512 Spruce St,990481,95003,3,2.5,1800,481,2006,0,2
3035,0,36.97858,-121.91793,517 Spruce St,863085,95003,3,2.0,1298,210,1996,0,1
3038,0,36.97906,-121.91783999999998,522 Spruce St,775769,95003,2,2.0,1054,655,1971,1,1
3044,0,36.97885,-121.91897,537 Spruce St,910486,95003,3,2.5,1554,290,1976,0,1
3045,0,36.9790973,-121.91868259999998,539 Spruce St,820732,95003,2,2.0,1415,141,1973,0,1
3049,0,36.97947,-121.91901999999999,548 Spruce St,824705,95003,3,2.0,1080,606,1964,1,2
3050,0,36.9795,-121.91951999999999,549 Spruce St,977520,95003,3,2.5,1858,199,1989,0,2
3052,0,36.97294,-121.89029,304 Spyglass Way,1180780,95003,4,2.5,2266,338,1999,0,2
3054,0,36.97303,-121.89058999999999,308 Spyglass Way,1208899,95003,5,3.0,2514,173,1999,0,2
3055,0,36.972409999999996,-121.89063,309 Spyglass Way,1183105,95003,4,2.5,2302,330,1999,0,2
