,Unnamed: 0,Zip Code,City,Street,Lat,Lon,TruliaEst,Beds,Baths,Sqft,Price_Per_Sqft,YearBuilt,Cluster
968,2742,95003,0,1420 Dolphin Dr,36.9516674,-121.8787327,758218,2,2,1086,301,1995,3
969,2813,95003,0,1422 Dolphin Dr,36.9498889,-121.8758996,828561,2,2,1288,252,1997,3
970,2815,95003,0,1424 Dolphin Dr,36.9498785,-121.8758939,829448,2,2.5,1320,174,1997,3
971,2816,95003,0,1428 Dolphin Dr,36.9498733,-121.875891,829288,2,2.5,1288,582,1997,3
972,2817,95003,0,1432 Dolphin Dr,36.9498681,-121.8758881,829275,2,2.5,1288,418,1997,3
973,2821,95003,0,1435 Dolphin Dr,36.94936,-121.87713,831299,2,2,1368,281,1997,3
974,2822,95003,0,1436 Dolphin Dr,36.94931,-121.87707,827502,2,2,1288,252,1997,3
975,2823,95003,0,1448 Dolphin Dr,36.94925,-121.87699,793621,2,2,1251,508,1997,3
976,2824,95003,0,1451 Dolphin Dr,36.94939,-121.87714,829676,2,2.5,1320,909,1997,3
977,2825,95003,0,1452 Dolphin Dr,36.94932,-121.87709,829288,2,2.5,1288,349,1997,3
978,2828,95003,0,1456 Dolphin Dr,36.94925,-121.87696,829304,2,2.5,1320,320,1997,3
979,2829,95003,0,1460 Dolphin Dr,36.94916,-121.87687,829669,2,2,1368,245,1997,3
980,2830,95003,0,1464 Dolphin Dr,36.9497919,-121.8758427,824648,2,2,1288,334,1997,3
981,2831,95003,0,1468 Dolphin Dr,36.94918,-121.87687,829577,2,2.5,1320,420,1997,3
982,2832,95003,0,1469 Dolphin Dr,36.94911,-121.87683,828913,2,2.5,1288,391,1997,3
983,2833,95003,0,1472 Dolphin Dr,36.94909,-121.87681,828806,2,2.5,1288,268,1997,3
984,2834,95003,0,1476 Dolphin Dr,36.94905,-121.87678,935000,2,2.5,1288,726,1997,0
985,2835,95003,0,1480 Dolphin Dr,36.94895,-121.87657,828523,2,2,1368,727,1997,3
986,2837,95003,0,1483 Dolphin Dr,36.94897,-121.87659,829506,2,2.5,1320,833,1997,3
987,2838,95003,0,1488 Dolphin Dr,36.94893,-121.87654,828775,2,2.5,1288,268,1997,3
988,2839,95003,0,1492 Dolphin Dr,36.94893,-121.8765,828775,2,2.5,1288,549,1997,3
989,2841,95003,0,1496 Dolphin Dr,36.94892,-121.8764,828629,2,2.5,1288,282,1997,3
990,2843,95003,0,1500 Dolphin Dr,36.94891,-121.87619,818926,2,2,1368,234,1997,3
991,2847,95003,0,1504 Dolphin Dr,36.9491309,-121.8751702,827066,2,2.5,1320,795,1997,3
992,2850,95003,0,1514 Dolphin Dr,36.949116,-121.875145,821353,2,2.5,1288,466,1997,3
993,2851,95003,0,1518 Dolphin Dr,36.9491123,-121.8751387,820022,2,2.5,1288,299,1997,3
994,2852,95003,0,1522 Dolphin Dr,36.9491085,-121.8751324,820180,2,2.5,1288,307,1997,3
995,2855,95003,0,1525 Dolphin Dr,36.94936,-121.87631,777573,3,2,1368,230,1997,3
996,2859,95003,0,1530 Dolphin Dr,36.94936,-121.87628,827683,2,2.5,1320,383,1997,3
997,2861,95003,0,1534 Dolphin Dr,36.94919,-121.87561,811138,2,2.5,1309,286,1998,3
998,2862,95003,0,1537 Dolphin Dr,36.94917,-121.87557,811021,2,2.5,1309,451,1998,3
999,2864,95003,0,1538 Dolphin Dr,36.94913,-121.8755,799913,2,2.5,1295,421,1998,3
1000,2865,95003,0,1546 Dolphin Dr,36.94913,-121.87545,781580,2,2.5,1309,283,1998,3
1001,2866,95003,0,1550 Dolphin Dr,36.94911,-121.8754,699942,2,2.5,1309,448,1998,3
1002,2868,95003,0,1554 Dolphin Dr,36.94905,-121.87527,699890,2,2.5,1309,535,1998,3
1003,2869,95003,0,1558 Dolphin Dr,36.94903,-121.87523,699821,2,2.5,1309,397,1998,3
1004,2870,95003,0,1566 Dolphin Dr,36.94899,-121.8752,701535,2,2.5,1335,281,1998,3
1005,2871,95003,0,1570 Dolphin Dr,36.94894,-121.8751,885628,2,2.5,1335,326,1998,0
1006,2875,95003,0,1578 Dolphin Dr,36.94858,-121.86481,691336,2,2,1556,334,1989,3
1007,2876,95003,0,1582 Dolphin Dr,36.96453,-121.89626,2086563,4,2.5,2494,132,1997,2
1008,2880,95003,0,1590 Dolphin Dr,36.97873,-121.88838,852422,3,2,1406,395,1963,0
1009,2882,95003,0,1594 Dolphin Dr,36.97972,-121.88824,848272,4,2,1527,134,1963,0
1010,2883,95003,0,1602 Dolphin Dr,36.97953,-121.888,837319,3,2,1412,176,1963,3
1011,2886,95003,0,1606 Dolphin Dr,36.97905,-121.88768,1023440,4,3,2373,196,1972,0
1012,2887,95003,0,1614 Dolphin Dr,36.97893,-121.88754,835378,3,2,1330,188,1974,3
1013,2888,95003,0,1618 Dolphin Dr,36.97847,-121.88769,1036128,3,3,2286,109,1973,0
1014,2891,95003,0,1622 Dolphin Dr,36.97995,-121.88773,888108,4,2,1882,316,1963,0
1015,2893,95003,0,1634 Dolphin Dr,36.98001,-121.88711,801864,3,2,1338,193,1964,3
1016,2894,95003,0,1638 Dolphin Dr,36.97973,-121.88764,846606,3,2,1527,133,1963,0
1017,2899,95003,0,1646 Dolphin Dr,36.97771,-121.89215,916149,2,2,1645,393,1974,0
1018,2900,95003,0,1650 Dolphin Dr,36.9778,-121.89182,866642,2,2,1109,190,1940,0
1019,2910,95003,0,1654 Dolphin Dr,36.9801,-121.88914,834910,3,2,1433,185,1963,3
1020,2911,95003,0,1658 Dolphin Dr,36.97937,-121.88925,850547,3,2,1484,166,1963,0
1021,2913,95003,0,1666 Dolphin Dr,36.9795,-121.88903,887843,3,2,1771,149,1963,0
1022,2918,95003,0,1670 Dolphin Dr,36.98093,-121.88695,817578,3,2,1508,232,1962,3
1023,2919,95003,0,1674 Dolphin Dr,36.98104,-121.88669,772423,3,2,1406,303,1963,3
1024,2920,95003,0,1694 Dolphin Dr,36.97953,-121.91597,754734,2,2,1383,159,1983,3
1025,2922,95003,0,1698 Dolphin Dr,36.97979,-121.91636,754139,2,2,1383,127,1983,3
1026,2924,95003,0,1702 Dolphin Dr,36.97978,-121.91626,768575,3,2.5,1492,268,1983,3
1027,2926,95003,0,1706 Dolphin Dr,36.97965,-121.91571,708005,2,1.5,1514,261,1984,3
1028,2930,95003,0,1714 Dolphin Dr,36.97981,-121.9154,716878,2,2.5,1514,124,1983,3
1029,2934,95003,0,1718 Dolphin Dr,36.97988,-121.91522,718128,2,2.5,1514,139,1982,3
1030,2937,95003,0,1722 Dolphin Dr,36.98389,-121.88621,1316410,3,2,2667,120,1975,1
1031,2939,95003,0,1725 Dolphin Dr,36.98539,-121.88827,1306951,3,2.5,2761,255,1980,1
1032,2940,95003,0,1726 Dolphin Dr,36.98582,-121.88833,2418143,4,4.5,5079,418,1970,2
1033,2947,95003,0,1734 Dolphin Dr,36.98899,-121.88981,1384498,3,2.5,3031,272,1980,1
1034,2948,95003,0,1735 Dolphin Dr,36.9896639,-121.8897892,1585331,3,2.5,3841,178,1983,1
1035,2951,95003,0,1742 Dolphin Dr,36.9846,-121.91603,791981,3,2.5,1638,363,1991,3
1036,2953,95003,0,1746 Dolphin Dr,36.98401,-121.91591,893892,3,2.5,1852,375,1991,0
1037,2955,95003,0,1758 Dolphin Dr,36.98411,-121.91574,816520,3,2.5,1638,217,1991,3
1038,2962,95003,0,1770 Dolphin Dr,36.98604,-121.91775,909419,3,3,1986,201,1976,0
1039,2963,95003,0,1772 Dolphin Dr,36.98559,-121.91664,1013179,4,2,1944,556,1977,0
1040,2966,95003,0,1775 Dolphin Dr,36.98475,-121.9148,996495,4,2,1961,158,1957,0
1041,2967,95003,0,1905 Dolphin Dr,36.98457,-121.91494,848622,4,2,1580,411,1979,0
1042,2982,95003,0,1910 Dolphin Dr,36.97164,-121.87259,992430,2,3,1799,306,1978,0
1043,2983,95003,0,1919 Dolphin Dr,36.97189,-121.87234,1272184,4,4.5,2530,142,1976,5
1044,2988,95003,0,1922 Dolphin Dr #A,36.9723,-121.89139,1181267,4,2.5,2230,382,1999,5
1045,2989,95003,0,1950 Dolphin Dr,36.9721,-121.8918,1198662,5,3,2514,366,1999,5
1046,2991,95003,0,1953 Dolphin Dr,36.97249,-121.8916,1190516,5,3,2514,201,1999,5
1047,2992,95003,0,1954 Dolphin Dr,36.97241,-121.89209,1183109,4,2.5,2251,212,1999,5
1048,2997,95003,0,1962 Dolphin Dr,37.01807,-121.87956,1542325,3,2.5,3281,251,1978,1
1049,2998,95003,0,1965 Dolphin Dr,37.02014,-121.87764,1382400,3,2,2496,180,1980,1
1050,3004,95003,0,1968 Dolphin Dr,36.97238,-121.9018,1025788,3,2,1598,152,1974,0
1051,3005,95003,0,1975 Dolphin Dr,36.97258,-121.90203,1090938,3,2.5,1976,399,1986,5
1052,3009,95003,0,1984 Dolphin Dr,36.97304,-121.90256,1157168,4,2,2246,334,1973,5
1053,3010,95003,0,2012 Dolphin Dr,36.97257,-121.90263,1165013,3,2.5,2187,273,1986,5
1054,3011,95003,0,2024 Dolphin Dr,36.97265,-121.90273,1341722,2,2,2354,318,1983,1
1055,3021,95003,0,2025 Dolphin Dr,36.97454,-121.90313,1158464,4,3,1821,110,1940,5
1056,3022,95003,0,2034 Dolphin Dr,36.97583,-121.903,1041826,3,2.5,1639,238,1991,0
1057,3032,95003,0,2058 Dolphin Dr,36.9785,-121.91736,990481,3,2.5,1800,481,2006,0
1058,3035,95003,0,2069 Dolphin Dr,36.97858,-121.91793,863085,3,2,1298,210,1996,0
1059,3038,95003,0,2072 Dolphin Dr,36.97906,-121.91784,775769,2,2,1054,655,1971,3
1060,3044,95003,0,2081 Dolphin Dr,36.97885,-121.91897,910486,3,2.5,1554,290,1976,0
1061,3045,95003,0,2110 Dolphin Dr,36.9790973,-121.9186826,820732,2,2,1415,141,1973,3
1062,3049,95003,0,2122 Dolphin Dr,36.97947,-121.91902,824705,3,2,1080,606,1964,3
1063,3050,95003,0,2140 Dolphin Dr,36.9795,-121.91952,977520,3,2.5,1858,199,1989,0
1064,3052,95003,0,2150 Dolphin Dr,36.97294,-121.89029,1180780,4,2.5,2266,338,1999,5
1065,3054,95003,0,2162 Dolphin Dr,36.97303,-121.89059,1208899,5,3,2514,173,1999,5
1066,3055,95003,0,2180 Dolphin Dr,36.97241,-121.89063,1183105,4,2.5,2302,330,1999,5
1067,3056,95003,0,2192 Dolphin Dr,36.97294,-121.89088,1179589,4,2.5,2292,290,1999,5
1068,3057,95003,0,2200 Dolphin Dr,36.97236,-121.89085,975000,3,2,1698,574,1999,0
1069,3060,95003,0,2235 Dolphin Dr,36.9729,-121.89128,1181778,4,2.5,2251,205,1999,5
1070,3061,95003,0,2252 Dolphin Dr,36.97251,-121.8913,1194641,5,3,2514,181,1999,5
1071,3062,95003,0,2270 Dolphin Dr,36.97291,-121.89152,1176021,4,2.5,2266,201,1999,5
1072,3066,95003,0,2277 Dolphin Dr,36.97302,-121.89212,977300,3,2,1698,536,1999,0
1073,3067,95003,0,2301 Dolphin Dr,36.9727,-121.89246,1189286,5,3,2514,199,1999,5
1074,3068,95003,0,127 Don Lorenzo Ct,36.97306,-121.89232,1176875,4,2.5,2266,201,1999,5
1075,3072,95003,0,144 Don Lorenzo Ct,36.973,-121.89299,1212602,5,3,2514,416,1999,5
1076,3078,95003,0,301 Doris Ave,36.97023,-121.90493,778377,2,2.5,1224,146,1982,3
1077,3080,95003,0,303 Doris Ave,36.97012,-121.9047,749910,2,2.5,1224,509,1982,3
1078,3081,95003,0,306 Doris Ave,36.97005,-121.90472,785970,3,2,1190,210,1981,3
1079,3084,95003,0,307 Doris Ave,36.96998,-121.90382,803997,2,2,1061,564,1983,3
1080,3086,95003,0,309 Doris Ave,36.96444,-121.89006,1121842,3,2.5,1851,313,1987,5
1081,3090,95003,0,311 Doris Ave,36.98422,-121.91238,1155896,3,2,2095,131,1950,5
1082,3102,95003,0,314 Doris Ave,36.96396,-121.89026,1888708,4,3,3099,245,1991,2
1083,3106,95003,0,315 Doris Ave,36.96321,-121.88966,953324,2,1.5,1292,267,1962,0
1084,3107,95003,0,316 Doris Ave,36.96274,-121.89018,1270508,4,2,2333,174,1964,5
1085,3108,95003,0,317 Doris Ave,36.963,-121.88944,937557,3,2,1300,454,1962,0
1086,3111,95003,0,318 Doris Ave,36.96252,-121.88996,1149470,3,2,1916,313,1974,5
1087,3112,95003,0,323 Doris Ave,36.96278,-121.88922,1184125,3,2,2030,249,1938,5
1088,3113,95003,0,324 Doris Ave,36.96256,-121.88903,1250870,3,3,2216,127,1971,5
1089,3115,95003,0,326 Doris Ave,36.96245,-121.88892,1062503,2,2.5,1631,135,1960,0
1090,3121,95003,0,327 Doris Ave,36.96188,-121.88842,966715,3,1.5,1506,730,1970,0
1091,3123,95003,0,328 Doris Ave,36.9713285,-121.9033362,912617,3,2,1509,547,1969,0
1092,3128,95003,0,330 Doris Ave,36.9713418,-121.9031884,980092,3,2,1669,317,1986,0
1093,3129,95003,0,332 Doris Ave,36.9713449,-121.9031701,1089371,2,2.5,1736,156,1962,5
1094,3130,95003,0,403 Dorsey Ave,36.97231,-121.90375,904630,3,2,1516,185,1969,0
1095,3132,95003,0,409 Dorsey Ave,36.9713545,-121.9031151,865603,3,2,1204,266,1986,0
1096,3136,95003,0,414 Dorsey Ave,36.97228,-121.90374,935410,2,2.5,1491,151,1981,0
1097,3140,95003,0,415 Dorsey Ave,36.97184,-121.90352,1177358,3,2,2200,120,1991,5
1098,3141,95003,0,417 Dorsey Ave,36.97173,-121.90351,947859,3,1.5,1655,284,1991,0
1099,3143,95003,0,419 Dorsey Ave,36.97181,-121.9028,1052990,3,2,1685,165,1990,0
1100,3145,95003,0,115 Dovewood Ln,36.9725,-121.90348,1014826,3,2,1605,203,1982,0
1101,3155,95003,0,126 Dovewood Ln,36.97872,-121.89877,876099,3,2,1534,130,1986,0
1102,3159,95003,0,145 Dovewood Ln,36.97907,-121.8937,1120408,4,2.5,2449,106,1963,5
1103,3169,95003,0,150 Dovewood Ln,36.98269,-121.88635,774894,3,2,1462,198,1978,3
1104,3172,95003,0,130 Downing Dr,36.98756,-121.88504,954543,4,2.5,2157,299,1988,0
1105,3179,95003,0,233 Downing Dr,36.99818,-121.88239,1967697,3,4,3347,129,2007,2
1106,3181,95003,0,251 Downing Dr,37.00213,-121.8852,1346149,3,3.5,2922,219,1978,1
1107,3182,95003,0,254 Downing Dr,37.00439,-121.88511,1319699,3,2,2646,207,1984,1
1108,3189,95003,0,266 Downing Dr,36.98142,-121.91113,873651,3,2,1647,471,1999,0
1109,3190,95003,0,107 Driftwood Ct,36.98127,-121.91116,969053,3,2.5,1957,194,1999,0
1110,3192,95003,0,115 Driftwood Ct,36.98451,-121.91432,966002,3,3,2049,305,1999,0
1111,3196,95003,0,130 Driftwood Ct,36.98514,-121.9139,1161044,3,2,1989,166,1935,5
1112,3199,95003,0,165 Driftwood Ct,36.9853,-121.91467,1117567,3,2,2034,219,1950,5
1113,3203,95003,0,170 Driftwood Ct,36.97247,-121.90759,957374,2,2,1264,384,1966,0
1114,3205,95003,0,180 Driftwood Ct,36.97272,-121.9077,1053912,2,1.5,1775,338,1976,0
1115,3206,95003,0,181 Driftwood Ct,36.97257,-121.90809,906912,3,2,1566,146,1963,0
1116,3207,95003,0,190 Driftwood Ct,36.97271,-121.90818,883497,3,2,1247,353,1963,0
1117,3212,95003,0,200 Driftwood Ct,36.97385,-121.90882,882749,3,2,1233,261,1969,0
1118,3218,95003,0,211 Driftwood Ct,36.97425,-121.90979,868821,3,1.5,1338,295,1966,0
1119,3229,95003,0,259 Dry Creek Rd,36.95581,-121.88598,3119915,5,5,3068,228,2002,4
1120,3236,95003,0,263 Dry Creek Rd,36.95384,-121.8818,1755788,3,2.5,2860,385,1985,2
1121,3239,95003,0,265 Dry Creek Rd,36.94819,-121.87301,1165883,4,3.5,2287,392,1978,5
1122,3242,95003,0,267 Dry Creek Rd,36.94807,-121.87241,1389318,3,3,2588,289,1979,1
1123,3243,95003,0,269 Dry Creek Rd,36.94853,-121.87251,1311323,4,2.5,3182,249,1980,1
1124,3244,95003,0,270 Dry Creek Rd,36.94818,-121.87225,1271265,3,2.5,2608,148,1983,5
1125,3245,95003,0,272 Dry Creek Rd,36.94866,-121.8724,1171584,3,2.5,2008,154,1978,5
1126,3246,95003,0,273 Dry Creek Rd,36.94831,-121.87209,1218535,3,3,2530,429,1978,5
1127,3248,95003,0,274 Dry Creek Rd,36.94846,-121.87196,1355381,4,3.5,3326,139,1983,1
1128,3249,95003,0,275 Dry Creek Rd,36.94863,-121.87187,1173597,4,2.5,1999,445,1996,5
1129,3251,95003,0,277 Dry Creek Rd,36.94913,-121.87222,1188679,3,2,2096,160,1978,5
1130,3252,95003,0,278 Dry Creek Rd,36.94931,-121.87224,996312,3,2,1330,270,1978,0
1131,3256,95003,0,280 Dry Creek Rd,36.94576,-121.87053,1187477,3,2.5,2093,210,1986,5
1132,3257,95003,0,286 Dry Creek Rd,36.94626,-121.87071,1297346,4,2.5,2776,196,1983,5
1133,3259,95003,0,288 Dry Creek Rd,36.94639,-121.87055,1468034,4,3.5,3378,198,1986,1
1134,3260,95003,0,290 Dry Creek Rd,36.94593,-121.87018,1447251,3,3,3160,436,1984,1
1135,3266,95003,0,292 Dry Creek Rd,36.94645,-121.86909,1153931,3,3,1566,554,1977,5
1136,3267,95003,0,294 Dry Creek Rd,36.94698,-121.86932,1327962,4,2.5,2816,170,1983,1
1137,3269,95003,0,296 Dry Creek Rd,36.94711,-121.86916,1212861,3,2.5,2177,524,1993,5
1138,3273,95003,0,298 Dry Creek Rd,36.94727,-121.86876,1011924,3,2,1476,477,1977,0
1139,3275,95003,0,299 Dry Creek Rd,36.94737,-121.86835,1191650,3,2.5,2145,340,1979,5
1140,3279,95003,0,303 Dry Creek Rd,36.94721,-121.86751,1117680,3,2,1935,195,1978,5
1141,3282,95003,0,115 Dunes Pl,36.94789,-121.86761,1440391,4,2.5,2836,147,1989,1
1142,3285,95003,0,120 Dunes Pl,36.9484,-121.86798,1324469,4,2.5,2807,326,1988,1
1143,3287,95003,0,102 Dunsmuir Ct,36.94874,-121.86743,1163808,4,3,2052,172,1989,5
1144,3289,95003,0,103 Dunsmuir Ct,36.94853,-121.867,1181977,4,2.5,2374,173,1988,5
1145,3290,95003,0,105 Dunsmuir Ct,36.94888,-121.86711,1201291,4,2.5,2455,286,1988,5
1146,3292,95003,0,3460 E Ledyard Way,36.94904,-121.86677,1279315,4,2.5,2785,140,1988,5
1147,3297,95003,0,3500 E Ledyard Way,36.95996,-121.88622,2305208,3,2.5,2257,332,1979,2
1148,3298,95003,0,3502 E Ledyard Way,36.95963,-121.88658,2647642,3,3,2769,587,1998,4
1149,3302,95003,0,3504 E Ledyard Way,36.95937,-121.88632,3461137,5,4.5,4169,144,1983,4
1150,3306,95003,0,3510 E Ledyard Way,36.9591,-121.88605,2423900,4,3.5,2949,237,1979,2
1151,3307,95003,0,3571 E Ledyard Way,36.95905,-121.88553,1276613,4,2.5,2215,148,1970,5
1152,3309,95003,0,3575 E Ledyard Way,36.95875,-121.88563,1463855,4,2.5,2243,237,1970,1
1153,3310,95003,0,3585 E Ledyard Way,36.9581193,-121.886032,1134210,3,2,1551,235,1975,5
1154,3319,95003,0,3595 E Ledyard Way,36.95726,-121.88555,3734193,3,4.5,5106,294,1977,4
1155,3324,95003,0,215 Earl Ct,36.95655,-121.88485,2715701,3,2.5,2640,415,1989,4
1156,3325,95003,0,169 East St,36.95658,-121.88436,2713969,4,3.5,2734,124,1998,4
1157,3330,95003,0,171 East St,36.95523,-121.88468,3030648,3,3,3726,497,1982,4
1158,3332,95003,0,208 East St,36.95485,-121.88425,3158361,3,3.5,3657,369,1976,4
1159,3333,95003,0,Single Family Home;$324/sqft;Lot Size: 0.28 acres;Built in 1963;Rooms: Dining Room% Laundry Room% Family Room% Living Room% Kitchen% Bedroom;Foundation Type: Concrete Perimeter;Roof: Composition;MLS/Source ID: 81228131;,36.95459,-121.88396,2858194,4,3,2565,326,1977,4
1160,3336,95003,0,106 El Camino Del Mar,36.95377,-121.88278,2743848,3,2.5,3823,497,1988,4
1161,3337,95003,0,112 El Camino Del Mar,36.94979,-121.87438,1186221,3,2.5,2616,388,1980,5
1162,3339,95003,0,113 El Camino Del Mar,36.9498,-121.87387,1163592,3,3,2117,156,1978,5
1163,3340,95003,0,114 El Camino Del Mar,36.94929,-121.87407,1273623,3,3,3027,116,1982,5
1164,3342,95003,0,201 El Camino Del Mar,36.94916,-121.87391,1175620,4,2.5,2572,334,1977,5
1165,3347,95003,0,206 El Camino Del Mar,36.94892,-121.87262,1326757,3,3,2964,245,1986,1
1166,3349,95003,0,207 El Camino Del Mar,36.94863,-121.8729,1172615,4,2.5,2417,180,1984,5
1167,3350,95003,0,212 El Camino Del Mar,36.9484,-121.87324,1182849,2,2.5,2378,578,1978,5
1168,3352,95003,0,216 El Camino Del Mar,36.94852,-121.87306,1270519,4,2,2712,258,1978,5
1169,3353,95003,0,915 El Sereno Ct,36.95857,-121.88505,825357,2,2,1094,366,1970,3
1170,3354,95003,0,918 El Sereno Ct,36.95639,-121.88331,919563,3,2.5,1770,105,1973,0
1171,3357,95003,0,921 El Sereno Ct,36.95632,-121.88383,2741174,3,3.5,3208,662,1981,4
1172,3375,95003,0,933 El Sereno Ct,36.95588,-121.88208,785086,2,2,1263,495,1974,3
1173,3380,95003,0,101 Elva Dr,36.9554064,-121.8823621,801931,3,2,1504,151,1975,3
1174,3381,95003,0,108 Elva Dr,36.9552,-121.8828,2739669,3,3.5,3118,221,1974,4
1175,3385,95003,0,109 Elva Dr,36.95508,-121.88267,3103359,4,4.5,3487,383,1980,4
1176,3387,95003,0,112 Elva Dr,36.9553,-121.88203,827552,2,2.5,1849,215,1981,3
1177,3390,95003,0,203 Elva Dr,36.95518,-121.88195,805228,2,2,1549,358,1981,3
1178,3400,95003,0,209 Elva Dr,36.95507,-121.88176,805229,2,2,1549,474,1981,3
1179,3401,95003,0,211 Elva Dr,36.95499,-121.88164,826293,2,2.5,1849,176,1981,3
1180,3402,95003,0,212 Elva Dr,36.9547514,-121.8816024,925510,3,2.5,1849,426,1981,0
1181,3412,95003,0,213 Elva Dr,36.95452,-121.8813,803142,2,2,1420,542,1985,3
1182,3415,95003,0,214 Elva Dr,36.95481,-121.8812,804226,2,2,1420,486,1986,3
1183,3422,95003,0,216 Elva Dr,36.95363,-121.88115,933886,2,3,2274,329,1984,0
1184,3424,95003,0,219 Elva Dr,36.95377,-121.88103,937887,2,2.5,2274,172,1994,0
1185,3425,95003,0,222 Elva Dr,36.95395,-121.88084,823888,2,2,1859,412,1984,3
1186,3427,95003,0,225 Elva Dr,36.95399,-121.88078,823740,2,2,1859,592,1984,3
1187,3428,95003,0,211 Elvis Ln,36.95443,-121.88073,836781,3,2.5,1842,201,1986,3
1188,3430,95003,0,218 Elvis Ln,36.95437,-121.88073,836903,3,2.5,1842,442,1986,3
1189,3436,95003,0,505 Encino Dr,36.9538,-121.88026,936816,2,2.5,2274,528,1984,0
1190,3440,95003,0,506 Encino Dr,36.95375,-121.87999,929500,2,2.5,2589,463,1984,0
1191,3441,95003,0,507 Encino Dr,36.94662,-121.87103,1384256,3,2.5,3001,198,1986,1
1192,3446,95003,0,508 Encino Dr,36.94697,-121.87052,1476840,4,3,2635,569,2007,1
1193,3451,95003,0,509 Encino Dr,36.98709,-121.91246,978385,3,2.5,2162,178,1972,0
1194,3452,95003,0,512 Encino Dr,36.97901,-121.90345,783087,2,2.5,1606,134,1990,3
1195,3453,95003,0,514 Encino Dr,36.9797,-121.90346,743336,2,2.5,1606,146,1990,3
1196,3454,95003,0,515 Encino Dr,36.98087,-121.90346,746031,2,2.5,1785,339,1986,3
1197,3455,95003,0,517 Encino Dr,36.98018,-121.90293,665756,2,2.5,1442,132,1990,3
1198,3457,95003,0,518 Encino Dr,36.96829,-121.88082,1273267,2,2,2508,199,1979,5
1199,3458,95003,0,521 Encino Dr,36.96704,-121.87118,765423,3,2,1428,182,1977,3
1200,3460,95003,0,522 Encino Dr,36.98313,-121.91009,1010197,3,3,2215,192,1987,0
1201,3461,95003,0,523 Encino Dr,36.98385,-121.90961,868476,3,2,1655,356,1975,0
1202,3465,95003,0,528 Encino Dr,36.97919,-121.87378,907531,4,3,1947,135,1964,0
1203,3467,95003,0,529 Encino Dr,36.9847045,-121.9340382,561352,2,2,1210,277,1989,3
1204,3469,95003,0,533 Encino Dr,36.9854615,-121.9338596,564520,2,2,1210,141,1989,3
1205,3471,95003,0,602 Encino Dr,36.98538,-121.93344,579714,2,2,1016,206,1982,3
1206,3476,95003,0,609 Encino Dr,36.97272,-121.90168,1126075,3,2.5,1854,312,2007,5
1207,3479,95003,0,611 Encino Dr,36.97264,-121.90085,1094592,3,2,2016,131,1976,5
1208,3482,95003,0,613 Encino Dr,36.97217,-121.9012,1058252,3,2,1692,254,1976,0
1209,3484,95003,0,617 Encino Dr,36.96555,-121.87927,1235871,3,2.5,2594,153,1981,5
1210,3485,95003,0,625 Encino Dr,36.96564,-121.87967,1400349,3,3,3190,298,1979,1
1211,3486,95003,0,627 Encino Dr,36.96594,-121.87964,1082841,3,2.5,1908,252,1982,5
1212,3488,95003,0,630 Encino Dr,36.98061,-121.8998,1159268,4,3,2060,166,1995,5
1213,3490,95003,0,634 Encino Dr,36.98042,-121.90001,928769,3,3,2032,160,1994,0
1214,3491,95003,0,708 Encino Dr,36.98028,-121.89991,1109183,3,2.5,2474,131,1992,5
1215,3495,95003,0,719 Encino Dr,36.96399,-121.87039,1815716,4,3.5,3133,361,2004,2
1216,3497,95003,0,720 Encino Dr,36.96505,-121.87049,1735264,5,3.5,3382,464,2004,2
1217,3502,95003,0,727 Encino Dr,36.96381,-121.87173,1837008,4,3.5,3347,525,2005,2
1218,3503,95003,0,729 Encino Dr,36.96364,-121.87124,1663690,3,3,3028,106,2002,1
1219,3507,95003,0,730 Encino Dr,36.96322,-121.87134,1653475,4,3,3381,341,2002,1
1220,3508,95003,0,731 Encino Dr,36.96317,-121.87199,1766462,4,3.5,3023,132,2005,2
1221,3516,95003,0,733 Encino Dr,36.96143,-121.87213,2407679,4,4.5,4258,393,2003,2
1222,3517,95003,0,736 Encino Dr,36.96111,-121.87239,4220421,6,6.5,8439,154,2012,4
1223,3519,95003,0,739 Encino Dr,36.961,-121.87179,1880601,3,3.5,3113,257,2005,2
